id,title,year
1854,Kissing a Fool,1998
1855,Krippendorf's Tribe,1998
1856,Kurt & Courtney,1998
1857,The Real Blonde,1997
1858,Yat goh hiu yan,1997
1859,Ta'm e guilass,1997
1860,Karakter,1997
1861,Budbringeren,1997
1862,Species II,1998
1863,Major League: Back to the Minors,1998
1864,Sour Grapes,1998
1865,Wild Man Blues,1997
1866,The Big Hit,1998
1867,Tarzan and the Lost City,1998
1869,Black Dog,1998
1870,"Dancer, Texas Pop. 81",1998
1871,Priyatel pokoynika,1997
1872,Slumdog Millionaire,2008
1873,Les misérables,1998
1874,Still Breathing,1997
1875,Clockwatchers,1997
1876,Deep Impact,1998
1877,Little Men,1997
1878,Face/Off,1997
1879,The Hanging Garden,1997
1880,Lawn Dogs,1997
1881,Quest for Camelot,1998
1882,Godzilla,1998
1883,Bulworth,1998
1884,Fear and Loathing in Las Vegas,1998
1885,The Opposite of Sex,1998
1886,I Got the Hook Up,1998
1887,Almost Heroes,1998
1888,Hope Floats,1998
1889,Insomnia,2002
1890,Little Boy Blue,1997
1891,Coyote Ugly,2000
1892,A Perfect Murder,1998
1893,Jenseits der Stille,1996
1894,Six Days Seven Nights,1998
1895,Can't Hardly Wait,1998
1896,Cousin Bette,1998
1897,High Art,1998
1898,The Land Girls,1998
1899,Passion in the Desert,1997
1900,Bacheha-Ye aseman,1997
1901,Dear Jesse,1998
1902,Dream for an Insomniac,1996
1903,Hav Plenty,1997
1904,Henry Fool,1997
1906,Mr. Jealousy,1997
1907,Mulan,1998
1908,Resurrection Man,1998
1909,The X Files,1998
1910,I Went Down,1997
1911,Doctor Dolittle,1998
1912,Out of Sight,1998
1913,Picnic at Hanging Rock,1975
1914,Smoke Signals,1998
1915,Viagem ao Princípio do Mundo,1997
1916,Buffalo '66,1998
1917,Armageddon,1998
1918,Lethal Weapon 4,1998
1919,Madeline,1998
1920,Small Soldiers,1998
1921,Pi,1998
1922,What Ever Happened to Baby Jane?,1962
1923,There's Something About Mary,1998
1924,Plan 9 from Outer Space,1958
1925,Der Himmel über Berlin,1987
1926,The Broadway Melody,1929
1927,All Quiet on the Western Front,1930
1928,Spirit: Stallion of the Cimarron,2002
1929,Grand Hotel,1932
1930,Cavalcade,1933
1931,Mutiny on the Bounty,1935
1932,The Great Ziegfeld,1936
1933,The Life of Emile Zola,1937
1934,You Can't Take It with You,1938
1935,How Green Was My Valley,1941
1936,Mrs. Miniver,1942
1937,Going My Way,1944
1938,The Lost Weekend,1945
1939,The Best Years of Our Lives,1946
1940,Gentleman's Agreement,1947
1941,Hamlet,1996
1942,All the King's Men,2006
1943,The Greatest Show on Earth,1952
1944,From Here to Eternity,1953
1945,On the Waterfront,1954
1946,Back to the Future,1985
1947,West Side Story,1961
1948,Tom Jones,1963
1949,A Man for All Seasons,1966
1950,In the Heat of the Night,1967
1951,Oliver!,1968
1952,Midnight Cowboy,1969
1953,The French Connection,1971
1954,Rocky,1976
1955,Kramer vs. Kramer,1979
1956,Ordinary People,1980
1957,Chariots of Fire,1981
1958,Terms of Endearment,1983
1959,Out of Africa,1985
1960,The Last Emperor,1987
1961,Rain Man,1988
1962,Driving Miss Daisy,1989
1963,Take the Money and Run,1969
1964,Klute,1971
1965,Repo Man,1984
1966,Metropolitan,1990
1967,Labyrinth,1986
1968,The Breakfast Club,1985
1969,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985
1970,A Nightmare on Elm Street 3: Dream Warriors,1987
1971,A Nightmare on Elm Street 4: The Dream Master,1988
1972,A Nightmare on Elm Street: The Dream Child,1989
1973,Freddy's Dead: The Final Nightmare,1991
1974,Friday the 13th,1980
1975,Friday the 13th Part 2,1981
1976,Friday the 13th Part III,1982
1977,Friday the 13th: The Final Chapter,1984
1978,Friday the 13th: A New Beginning,1985
1979,Jason Lives: Friday the 13th Part VI,1986
1980,Friday the 13th Part VII: The New Blood,1988
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989
1982,Halloween,2007
1983,Halloween II,1981
1984,Halloween III: Season of the Witch,1982
1985,Halloween 4: The Return of Michael Myers,1988
1986,Halloween 5,1989
1987,Prom Night,2008
1988,Hello Mary Lou: Prom Night II,1987
1989,Prom Night III: The Last Kiss,1990
1990,Prom Night IV: Deliver Us from Evil,1992
1991,Bride of Chucky,1998
1992,Child's Play 2,1990
1993,Child's Play 3,1991
1994,Poltergeist,1982
1995,Poltergeist II: The Other Side,1986
1996,Poltergeist III,1988
1997,The Exorcist,1973
1998,Exorcist II: The Heretic,1977
1999,The Exorcist III,1990
2000,Lethal Weapon,1987
2001,Lethal Weapon,1987
2002,Lethal Weapon 3,1992
2003,Gremlins,1984
2004,Gremlins 2: The New Batch,1990
2005,The Goonies,1985
2006,The Mask of Zorro,1998
2007,Polish Wedding,1998
2008,"This World, Then the Fireworks",1997
2009,Soylent Green,1973
2010,Metropolis,1927
2011,Back to the Future Part II,1989
2012,Back to the Future Part III,1990
2013,The Poseidon Adventure,1972
2014,Freaky Friday,2003
2015,The AbsentMinded Professor,1961
2016,The Apple Dumpling Gang Rides Again,1979
2017,Babes in Toyland,1934
2018,Bambi,1942
2019,Shichinin no samurai,1954
2020,Dangerous Liaisons,1988
2021,Dune,1984
2022,The Last Temptation of Christ,1988
2023,The Godfather: Part III,1990
2024,The Rapture,1991
2025,Lolita,1962
2026,Disturbing Behavior,1998
2027,Jane Austen's Mafia!,1998
2028,Saving Private Ryan,1998
2029,Billy's Hollywood Screen Kiss,1998
2030,Dong gong xi gong,1996
2031,The Million Dollar Duck,1971
2032,The Barefoot Executive,1971
2033,The Black Cauldron,1985
2034,The Black Hole,1979
2035,Blackbeard's Ghost,1968
2036,Blank Check,1994
2037,Candleshoe,1977
2038,The Cat from Outer Space,1978
2039,Cheetah,1989
2040,The Computer Wore Tennis Shoes,1969
2041,Condorman,1981
2042,D2: The Mighty Ducks,1994
2043,Darby O'Gill and the Little People,1959
2044,The Devil and Max Devlin,1981
2045,A Far Off Place,1993
2046,Flight of the Navigator,1986
2047,The Gnome-Mobile,1967
2048,The Great Mouse Detective,1986
2049,The Happiest Millionaire,1967
2050,Herbie Goes Bananas,1980
2051,Herbie Goes to Monte Carlo,1977
2052,Hocus Pocus,1993
2053,Honey I Blew Up the Kid,1992
2054,"Honey, I Shrunk the Kids",1989
2055,Hot Lead and Cold Feet,1978
2056,In Search of the Castaways,1962
2057,Homeward Bound: The Incredible Journey,1993
2058,The Negotiator,1998
2059,The Parent Trap,1998
2060,BASEketball,1998
2061,Full Tilt Boogie,1997
2062,The Governess,1998
2063,Le septième ciel,1997
2064,Roger & Me,1989
2065,The Purple Rose of Cairo,1985
2066,Out of the Past,1947
2067,Doctor Zhivago,1965
2068,Fanny och Alexander,1982
2069,The Trip to Bountiful,1985
2070,Tender Mercies,1983
2071,And the Band Played On,1993
2072,The 'burbs,1989
2073,Fandango,1985
2074,Il portiere di notte,1974
2075,Mephisto,1981
2076,Blue Velvet,1986
2077,The Journey of Natty Gann,1985
2078,The Jungle Book,1967
2079,Kidnap,2008
2080,Lady and the Tramp,1955
2081,The Little Mermaid,1989
2082,The Mighty Ducks,1992
2083,The Muppet Christmas Carol,1992
2084,Newsies,1992
2085,One Hundred and One Dalmatians,1961
2086,One Magic Christmas,1985
2087,Peter Pan,2003
2088,Popeye,1980
2089,The Rescuers Down Under,1990
2090,The Rescuers,1977
2091,Race to Witch Mountain,2009
2092,The Return of Jafar,1994
2093,Return to Oz,1985
2094,The Rocketeer,1991
2095,The Shaggy D.A.,1976
2096,Sleeping Beauty,1959
2097,Something Wicked This Way Comes,1983
2098,Son of Flubber,1963
2099,Song of the South,1946
2100,Splash,1984
2101,Squanto: A Warrior's Tale,1994
2102,Steamboat Willie,1928
2103,Tall Tale,1995
2104,Tex,1982
2105,TRON,1982
2106,Swing Kids,1993
2107,Halloween H20: 20 Years Later,1998
2108,L.A. Story,1991
2109,The Jerk,1979
2110,Dead Men Don't Wear Plaid,1982
2111,The Man with Two Brains,1983
2112,Grand Canyon,1991
2113,Graveyard Shift,1990
2114,The Outsiders,1983
2115,Indiana Jones and the Temple of Doom,1984
2116,The Lord of the Rings: The Return of the King,2003
2117,Nineteen Eighty-Four,1984
2118,The Dead Zone,2002
2119,Maximum Overdrive,1986
2120,Needful Things,1993
2121,Cujo,1983
2122,Children of the Corn,1984
2123,All Dogs Go to Heaven,1989
2124,The Addams Family,1991
2125,Ever After,1998
2126,Snake Eyes,1998
2127,"First Love, Last Rites",1997
2128,Safe Men,1998
2129,Die Salzmänner von Tibet,1997
2130,Atlantic City,1980
2131,Höstsonaten,1978
2132,Who's Afraid of Virginia Woolf?,1966
2133,Adventures in Babysitting,1987
2134,Weird Science,1985
2135,Doctor Dolittle,1998
2136,The Nutty Professor,1996
2137,Charlotte's Web,2006
2138,Watership Down,1978
2139,The Secret of NIMH,1982
2140,The Dark Crystal,1982
2141,An American Tail,1986
2142,An American Tail: Fievel Goes West,1991
2143,Legend,1985
2144,Sixteen Candles,1984
2145,Pretty in Pink,1986
2146,St. Elmo's Fire,1985
2147,The Clan of the Cave Bear,1986
2148,House M.D.,2004
2149,House II: The Second Story,1987
2150,The Gods Must Be Crazy,1980
2151,The Gods Must Be Crazy II,1989
2152,Air Bud: Golden Receiver,1998
2154,How Stella Got Her Groove Back,1998
2155,Slums of Beverly Hills,1998
2156,Il testimone dello sposo,1998
2157,La femme de chambre du Titanic,1997
2158,"Henry: Portrait of a Serial Killer, Part 2",1996
2159,Henry: Portrait of a Serial Killer,1986
2160,Rosemary's Baby,1968
2161,The Neverending Story III,1994
2162,The Neverending Story II: The Next Chapter,1990
2163,Attack of the Killer Tomatoes!,1978
2164,Surf Nazis Must Die,1987
2165,Your Friends & Neighbors,1998
2166,Return to Paradise,1998
2167,Blade,1998
2168,Dance with Me,1998
2169,Dead Man on Campus,1998
2170,Wrongfully Accused,1998
2171,Next Stop Wonderland,1998
2172,Strike!,1998
2173,The Navigator: A Mediaeval Odyssey,1988
2174,Beetle Juice,1988
2175,Deja Vu,2006
2176,Rope,1948
2177,Family Plot,1976
2178,Frenzy,1972
2179,Topaz,1969
2180,Torn Curtain,1966
2181,Marnie,1964
2182,The Wrong Man,1956
2183,The Man Who Knew Too Much,1956
2184,The Trouble with Harry,1955
2185,I Confess,1953
2186,Strangers on a Train,1951
2187,Stage Fright,1950
2188,54,1998
2189,I Married a Strange Person!,1997
2190,Why Do Fools Fall in Love,1998
2191,Keep the Aspidistra Flying,1997
2192,Regarde la mer,1997
2193,Willow,1988
2194,The Untouchables,1987
2195,Dirty Work,1998
2196,Knock Off,1998
2197,Firelight,1997
2199,Griffin & Phoenix,2006
2200,Under Capricorn,1949
2201,The Paradine Case,1947
2202,Lifeboat,1944
2203,Shadow of a Doubt,1943
2204,Saboteur,1942
2205,Mr. & Mrs. Smith,2005
2206,Guilty by Suspicion,1991
2207,Jamaica Inn,1939
2208,The Lady Vanishes,1938
2209,Young and Innocent,1937
2210,Sabotage,1936
2211,Secret Agent,1936
2212,The Man Who Knew Too Much,1956
2214,Number Seventeen,1932
2215,Rich and Strange,1931
2216,The Skin Game,1931
2218,Juno and the Paycock,1930
2219,A Perfect Murder,1998
2220,The Manxman,1929
2221,Blackmail,1929
2222,Champagne,1928
2223,The Farmer's Wife,1928
2225,Easy Virtue,2008
2226,The Ring,2002
2227,The Lodger,2009
2229,The Pleasure Garden,1925
2231,Rounders,1998
2232,Cube,1997
2233,Digging to China,1998
2234,Kinsey,2004
2235,One Man's Hero,1999
2236,Simon Birch,1998
2237,Without Limits,1998
2238,Pasqualino Settebellezze,1975
2239,Travolti da un insolito destino nell'azzurro mare d'agosto,1974
2240,My Bodyguard,1980
2241,Class,1983
2242,"Grandview, U.S.A.",1984
2243,Broadcast News,1987
2244,The Allnighter,1987
2245,Working Girl,1988
2246,Stars and Bars,1988
2247,Married to the Mob,1988
2248,Say Anything...,1989
2249,My Blue Heaven,1990
2250,Men Don't Leave,1990
2251,The Cabinet of Dr. Ramirez,1991
2252,Heroes,2006
2253,Toys,1992
2255,Young Doctors in Love,1982
2256,Parasite,1982
2257,No Small Affair,1984
2258,Shao Lin san shi liu fang,1978
2259,Blame It on Rio,1984
2260,Filth and Wisdom,2008
2261,One Crazy Summer,1986
2262,Last Night,1998
2263,The Seventh Sign,1988
2264,We're No Angels,1989
2265,Nothing But Trouble,1991
2266,The Butcher's Wife,1991
2267,Mortal Thoughts,1991
2268,A Few Good Men,1992
2269,Indecent Proposal,1993
2270,A Century of Cinema,1994
2271,Permanent Midnight,1998
2272,One True Thing,1998
2273,Rush Hour,1998
2275,Six-String Samurai,1998
2276,A Soldier's Daughter Never Cries,1998
2278,Ronin,1998
2279,Urban Legend,1998
2280,Clay Pigeons,1998
2281,Snitch,1998
2282,Pecker,1998
2283,The Sheltering Sky,1990
2284,Bandit Queen,1994
2285,If....,1968
2286,The Fiendish Plot of Dr. Fu Manchu,1980
2287,Ils,2006
2288,The Thing,1982
2289,The Player,1992
2290,Stardust Memories,1980
2291,Edward Scissorhands,1990
2292,Overnight Delivery,1998
2293,Shadrach,1998
2294,Antz,1998
2295,Impostor,2001
2296,A Night at the Roxbury,1998
2297,What Dreams May Come,1998
2298,Strangeland,1998
2299,The Battle of the Sexes,1959
2300,The Producers,2005
2301,History of the World: Part I,1981
2302,My Cousin Vinny,1992
2303,Nashville,1975
2304,Love Is the Devil: Study for a Portrait of Francis Bacon,1998
2305,Slam,1998
2306,Holy Man,1998
2307,One Tough Cop,1998
2308,Detroit 9000,1973
2310,The Mighty Ducks,1992
2311,2010,1984
2312,Children of a Lesser God,1986
2313,The Elephant Man,1980
2314,Beloved,1998
2315,Bride of Chucky,1998
2316,Practical Magic,1998
2317,Life During Wartime,1997
2318,Happiness,1998
2319,Reach the Rock,1998
2320,Apt Pupil,1998
2321,Pleasantville,1998
2322,Soldier,1998
2323,Valkyrie,2008
2324,La vita è bella,1997
2325,Orgazmo,1997
2326,Shattered Image,1998
2327,Tales from the Darkside: The Movie,1990
2328,Interview with the Vampire: The Vampire Chronicles,1994
2329,American History X,1998
2330,Hands on a Hard Body: The Documentary,1997
2331,Living Out Loud,1998
2332,Belly,1998
2333,Gods and Monsters,1998
2334,The Siege,1998
2335,The Waterboy,1998
2336,Elizabeth,1998
2337,Velvet Goldmine,1998
2338,I Still Know What You Did Last Summer,1998
2339,I'll Be Home for Christmas,1998
2340,Meet Joe Black,1998
2341,Dancing at Lughnasa,1998
2342,Hard Core Logo,1996
2343,The Naked Man,1998
2344,Runaway Train,1985
2345,Desert Bloom,1986
2346,The Stepford Wives,2004
2347,The Pope of Greenwich Village,1984
2348,Sid and Nancy,1986
2349,Mona Lisa Smile,2003
2350,Heart Condition,1990
2351,Le notti di Cabiria,1957
2352,The Big Chill,1983
2353,Enemy of the State,1998
2354,The Rugrats Movie,1998
2355,A Bug's Life,1998
2356,Celebrity,1998
2357,Central do Brasil,1998
2358,Savior,1998
2359,Waking Ned,1998
2360,Festen,1998
2361,Pink Flamingos,1972
2362,Glen or Glenda,1953
2363,Gojira,1954
2364,Godzilla,1998
2365,Kingu Kongu tai Gojira,1962
2366,King Kong,2005
2367,King Kong,2005
2368,King Kong Lives,1986
2369,Desperately Seeking Susan,1985
2370,The Emerald Forest,1985
2371,Fletch,1985
2372,Fletch Lives,1989
2373,Red Sonja,2011
2374,Gung Ho,1986
2375,The Money Pit,1986
2376,A View to a Kill,1985
2377,Lifeforce,1985
2378,Police Academy,1984
2379,Police Academy 2: Their First Assignment,1985
2380,Police Academy 3: Back in Training,1986
2381,Police Academy 4: Citizens on Patrol,1987
2382,Police Academy 5: Assignment: Miami Beach,1988
2383,Police Academy 6: City Under Siege,1989
2384,Babe: Pig in the City,1998
2385,Home Fries,1998
2386,Ringmaster,1998
2387,Very Bad Things,1998
2388,Hamam,1997
2389,Psycho,1960
2390,Little Voice,1998
2391,A Simple Plan,1998
2392,Jack Frost,1998
2393,Star Trek: Insurrection,1998
2394,The Prince of Egypt,1998
2395,Rushmore,1998
2396,Shakespeare in Love,1998
2397,Mass Appeal,1984
2398,Miracle on 34th Street,1947
2399,Santa Claus,1985
2400,Prancer,1989
2401,Pale Rider,1985
2402,Rambo: First Blood Part II,1985
2403,First Blood,1982
2404,Rambo III,1988
2405,The Jewel of the Nile,1985
2406,Romancing the Stone,1984
2407,Cocoon,1985
2408,Cocoon: The Return,1988
2409,Rocky II,1979
2410,Rocky III,1982
2411,Rocky IV,1985
2412,Rocky V,1990
2413,Clue,1985
2414,Young Sherlock Holmes,1985
2415,Violets Are Blue...,1986
2416,Back to School,1986
2417,Heartburn,1986
2418,Nothing in Common,1986
2419,Extremities,1986
2420,The Karate Kid,1984
2421,"The Karate Kid, Part II",1986
2422,"The Karate Kid, Part III",1989
2423,Christmas Vacation,1989
2424,You've Got Mail,1998
2425,The General,1926
2426,The Theory of Flight,1998
2427,The Thin Red Line,1998
2428,The Faculty,1998
2429,Mighty Joe Young,1998
2430,Mighty Joe Young,1998
2431,Patch Adams,1998
2432,Stepmom,1998
2433,A Civil Action,1998
2434,Down in the Delta,1998
2435,Hurlyburly,1998
2436,Tea with Mussolini,1999
2437,Wilde,1997
2439,Affliction,1997
2440,Another Day in Paradise,1998
2441,The Hi-Lo Country,1998
2442,Hilary and Jackie,1998
2443,Playing by Heart,1998
2444,24 7: Twenty Four Seven,1997
2445,At First Sight,1999
2446,Requiem for a Dream,2000
2447,Varsity Blues,1999
2448,Virus,1999
2449,The Garbage Pail Kids Movie,1987
2450,Howard the Duck,1986
2451,The Ninth Gate,1999
2452,The Gate II: Trespassers,1990
2453,The Boy Who Could Fly,1986
2454,The Fly,1986
2455,The Fly,1986
2456,The Fly II,1989
2457,Running Scared,2006
2458,Armed and Dangerous,1986
2459,The Texas Chainsaw Massacre,2003
2460,The Texas Chainsaw Massacre 2,1986
2461,Leatherface: Texas Chainsaw Massacre III,1990
2462,The Return of the Texas Chainsaw Massacre,1994
2463,Ruthless People,1986
2464,Trick 'r Treat,2007
2465,Deadly Friend,1986
2466,Belizaire the Cajun,1986
2467,Der Name der Rose,1986
2468,Jumpin' Jack Flash,1986
2469,Peggy Sue Got Married,1986
2470,Crocodile Dundee,1986
2471,'Crocodile' Dundee II,1988
2472,Tough Guys Don't Dance,1987
2473,Soul Man,1986
2474,The Color of Money,1986
2475,52 Pick-Up,1986
2476,Heartbreak Ridge,1986
2477,Firewalker,1986
2478,¡Three Amigos!,1986
2479,Gloria,1999
2480,Nettoyage à sec,1997
2481,My Name Is Joe,1998
2482,Still Crazy,1998
2483,El día de la bestia,1995
2485,She's All That,1999
2486,The 24 Hour Woman,1999
2487,"Blood, Guts, Bullets and Octane",1998
2488,Peeping Tom,1960
2489,Spanish Fly,1976
2490,Payback,1999
2491,Simply Irresistible,1999
2492,20 Dates,1998
2493,Comedian Harmonists,1997
2494,Last Days,2005
2495,La planète sauvage,1973
2496,Blast from the Past,1999
2497,Message in a Bottle,1999
2498,My Favorite Martian,1963
2499,"God Said, 'Ha!'",1998
2500,Jawbreaker,1999
2501,October Sky,1999
2502,Office Space,1999
2503,Sib,1998
2504,200 Cigarettes,1999
2505,8MM,1999
2506,The Other Sister,1999
2507,Breakfast of Champions,1999
2508,The Break-Up,2006
2509,Eight Days a Week,1997
2510,Just the Ticket,1999
2511,The Long Goodbye,1973
2512,Narayama-bushi kô,1983
2513,Pet Sematary,1989
2514,Pet Sematary II,1992
2515,Children of the Corn II: The Final Sacrifice,1992
2516,Children of the Corn III: Urban Harvest,1995
2517,Christine,1983
2518,Night Shift,1982
2519,House on Haunted Hill,1999
2520,Airport,1970
2521,Airport 1975,1974
2522,Airport '77,1977
2523,Rollercoaster,1977
2524,The Towering Inferno,1974
2525,Albino Alligator,1996
2526,Meteor,1979
2527,Westworld,1973
2528,Logan's Run,1976
2529,Planet of the Apes,1968
2530,Beneath the Planet of the Apes,1970
2531,Battle for the Planet of the Apes,1973
2532,Conquest of the Planet of the Apes,1972
2533,Escape from the Planet of the Apes,1971
2534,Avalanche Alley,2001
2535,10.5,2004
2536,The Concorde... Airport '79,1979
2537,Beyond the Poseidon Adventure,1979
2538,Dancemaker,1998
2539,Analyze This,1999
2540,The Corruptor,1999
2541,Cruel Intentions,1999
2542,"Lock, Stock and Two Smoking Barrels",1998
2543,Six Ways to Sunday,1997
2544,L'école de la chair,1998
2545,Relax... It's Just Sex,1998
2546,The Deep End of the Ocean,1999
2548,The Rage: Carrie 2,1999
2549,Wing Commander,1999
2550,The Haunting,1999
2551,Dead Ringers,1988
2552,My Boyfriend's Back,1993
2553,Village of the Damned,1995
2554,Children of the Damned,1964
2555,Baby Geniuses,1999
2556,Telling You,1998
2557,Seul contre tous,1998
2558,Forces of Nature,1999
2559,The King and I,1956
2560,Ravenous,1999
2561,True Crime,1999
2562,Bandits,2001
2563,Dangerous Beauty,1998
2565,The King and I,1956
2566,Doug's 1st Movie,1999
2567,Edtv,1999
2568,The Mod Squad,1999
2569,Among Giants,1998
2570,A Walk on the Moon,1999
2571,The Matrix,1999
2572,10 Things I Hate About You,1999
2573,Tango,1998
2574,The Out-of-Towners,1999
2575,La vie rêvée des anges,1998
2576,"Love, etc.",1996
2577,Metroland,1997
2578,The Sticky Fingers of Time,1997
2579,Following,1998
2580,Go,1999
2581,Never Been Kissed,1999
2582,Shuang long hui,1992
2583,Cookie's Fortune,1999
2584,Foolish Wives,1922
2585,Los amantes del Círculo Polar,1998
2586,Goodbye Lover,1998
2587,Waking Life,2001
2589,Friends & Lovers,1999
2590,Hideous Kinky,1998
2591,Jeanne et le garçon formidable,1998
2593,Il mostro,1994
2594,Abre los ojos,1997
2595,Fotoamator,1998
2596,SLC Punk!,1998
2597,Lost & Found,1999
2598,Pushing Tin,1999
2599,Election,1999
2600,eXistenZ,1999
2601,A Little Bit of Soul,1998
2602,Xing xing wang,1977
2603,Revolutionary Road,2008
2604,Let It Come Down: The Life of Paul Bowles,1998
2605,Entrapment,1999
2606,Idle Hands,1999
2607,Get Real,1998
2609,Bian Lian,1996
2610,Three Seasons,1999
2611,The Winslow Boy,1999
2612,Mildred Pierce,1945
2613,Night of the Comet,1984
2614,Chopping Mall,1986
2615,My Science Project,1985
2616,Dick Tracy,1990
2617,The Mummy,1999
2618,The Castle,1997
2619,Mascara,1987
2620,This Is My Father,1998
2621,Tian yu,1998
2622,A Midsummer Night's Dream,1999
2623,Trippin',1999
2624,Wandâfuru raifu,1998
2625,Hak hap,1996
2626,Edge of Seventeen,1998
2627,The Endurance: Shackleton's Legendary Antarctic Expedition,2000
2628,Star Wars: Episode I - The Phantom Menace,1999
2629,The Love Letter,1999
2630,Besieged,1998
2631,Frogs for Snakes,1998
2632,Rekopis znaleziony w Saragossie,1965
2633,The Mummy,1999
2634,The Mummy,1999
2635,The Mummy's Curse,1944
2636,The Mummy's Ghost,1944
2637,The Mummy's Hand,1940
2638,The Mummy: Tomb of the Dragon Emperor,2008
2639,Mommie Dearest,1981
2640,Superman,1978
2641,Superman II,1980
2642,Superman III,1983
2643,Superman IV: The Quest for Peace,1987
2644,Dracula,1931
2646,House of Dracula,1945
2647,House of Frankenstein,1944
2648,Frankenstein,1931
2649,Son of Frankenstein,1939
2650,The Ghost of Frankenstein,1942
2651,Frankenstein Meets the Wolf Man,1943
2652,The Curse of Frankenstein,1957
2653,Son of Dracula,1943
2654,The Wolf Man,1941
2655,Howling II: Stirba - Werewolf Bitch,1985
2656,Tarantula,1955
2657,The Rocky Horror Picture Show,1975
2659,It Came from Hollywood,1982
2660,The Thing from Another World,1951
2661,It Came from Outer Space,1953
2662,War of the Worlds,2005
2663,It Came from Beneath the Sea,1955
2664,Invasion of the Body Snatchers,1956
2665,Earth vs. the Flying Saucers,1956
2666,It Conquered the World,1956
2667,The Mole People,1956
2668,Swamp Thing,1982
2669,Pork Chop Hill,1959
2670,Run Silent Run Deep,1958
2671,Notting Hill,1999
2672,The Thirteenth Floor,1999
2673,Mia aioniotita kai mia mera,1998
2674,The Loss of Sexual Innocence,1999
2675,The Man with Rain in His Shoes,1998
2676,Instinct,1999
2677,Buena Vista Social Club,1999
2678,Desert Blue,1998
2679,Finding North,1998
2681,Free Enterprise,1998
2682,Limbo,1999
2683,Austin Powers: The Spy Who Shagged Me,1999
2685,Le nain rouge,1998
2686,Le violon rouge,1998
2687,Tarzan,1999
2688,The General's Daughter,1999
2689,Get Smart's Bruce and Lloyd Out of Control,2008
2690,An Ideal Husband,1999
2691,La leggenda del pianista sull'oceano,1998
2692,Lola rennt,1998
2693,Trekkies,1997
2694,Big Daddy,1999
2695,The Lost Boys,1987
2696,Le dîner de cons,1998
2697,My Son the Fanatic,1997
2699,Arachnophobia,1990
2700,South Park: Bigger Longer & Uncut,1999
2701,Wild Wild West,1999
2702,Summer of Sam,1999
2703,Broken Vessels,1998
2704,Les amants du Pont-Neuf,1991
2705,"Fin août, début septembre",1998
2706,American Pie,1999
2707,Arlington Road,1999
2708,Conte d'automne,1998
2709,Muppets from Space,1999
2710,The Blair Witch Project,1999
2711,My Life So Far,1999
2712,Eyes Wide Shut,1999
2713,Lake Placid,1999
2714,The Wood,1999
2715,The Velocity of Gary* *(Not His Real Name),1998
2716,Ghost Busters,1984
2717,Ghostbusters II,1989
2718,Drop Dead Gorgeous,1999
2719,The Haunting,1999
2720,Inspector Gadget,1999
2721,Trick,1999
2722,Deep Blue Sea,1999
2723,Mystery Men,1999
2724,Runaway Bride,1999
2725,Twin Falls Idaho,1999
2726,The Killing,1956
2727,Killer's Kiss,1955
2728,Spartacus,1960
2729,Lolita,1962
2730,Barry Lyndon,1975
2731,Les quatre cents coups,1959
2732,Jules et Jim,1962
2733,Vibes,1988
2734,The Mosquito Coast,1986
2735,The Golden Child,1986
2736,Brighton Beach Memoirs,1986
2737,The Assassination of Jesse James by the Coward Robert Ford,2007
2738,Crimes of the Heart,1986
2739,The Color Purple,1985
2741,No Mercy,1986
2742,Tenue de soirée,1986
2743,Native Son,1986
2744,Otello,1992
2745,The Mission,1986
2746,The Little Shop of Horrors,1960
2747,The Little Shop of Horrors,1960
2748,Allan Quatermain and the Lost City of Gold,1986
2749,The Morning After,1986
2750,Radio Days,1987
2751,From the Hip,1987
2752,Outrageous Fortune,1987
2753,The Bedroom Window,1987
2754,Deadtime Stories,1986
2755,Light of Day,1987
2756,Wanted: Dead or Alive,1986
2757,Frances,1982
2758,Plenty,1985
2759,Dick,1999
2761,The Iron Giant,1999
2762,The Sixth Sense,1999
2763,The Thomas Crown Affair,1999
2764,The Thomas Crown Affair,1999
2765,The Acid House,1998
2766,The Adventures of Sebastian Cole,1998
2767,Illuminata,1998
2768,Stiff Upper Lips,1998
2769,The Whole Ten Yards,2004
2770,Bowfinger,1999
2771,Brokedown Palace,1999
2772,Detroit Rock City,1999
2773,Alice et Martin,1998
2774,Better Than Chocolate,1999
2775,Gegen die Wand,2004
2776,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1997
2777,Cobra,1986
2778,Never Talk to Strangers,1995
2779,Heaven Can Wait,1943
2780,The Raven,1963
2781,The Tingler,1959
2782,Pit and the Pendulum,1961
2783,The Tomb of Ligeia,1964
2784,The Masque of the Red Death,1964
2785,Tales of Terror,1962
2786,Haunted Honeymoon,1986
2787,Cat's Eye,1985
2788,And Now for Something Completely Different,1971
2789,Damien: Omen II,1978
2790,Earth: Final Conflict,1997
2791,Airplane!,1980
2792,Airplane II: The Sequel,1982
2793,An American Werewolf in Paris,1997
2794,European Vacation,1985
2795,Vacation,1983
2796,Funny Farm,1988
2797,Big,1988
2798,Problem Child 2,1991
2799,Problem Child 2,1991
2800,Little Nemo: Adventures in Slumberland,1989
2801,Oscar and Lucinda,1997
2802,Tequila Sunrise,1988
2803,The Pelican Brief,1993
