rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
intimate_relations,5.2,7,1,6,14,0,3,0,3,0,3.6,31,64
nowhere-in-africa,7.5,97,83,14,85,7.6,30,25,5,83,4,1773,88
losing_chase,0,4,2,2,50,0,0,0,0,0,0,0,0
sprung,4.2,9,2,7,22,0,4,0,4,0,3.5,343,70
la_promesse,7.7,19,18,1,94,7.7,8,8,0,100,3.9,599,85
le_bonheur,0,2,2,0,100,0,0,0,0,0,0,0,0
love_valour_compassion,6.1,20,13,7,65,6.5,7,5,2,71,3.6,899,70
1078942-shall_we_dance,7.9,33,30,3,90,7.6,5,4,1,80,3.9,2687,86
the-second-jungle-book-mowgli-baloo,0,0,0,0,0,0,0,0,0,0,0,0,0
twin_town,5.4,13,6,7,46,0,4,1,3,25,4.2,2298,90
addicted_to_love,5.6,30,17,13,56,6,5,3,2,60,2.8,4654,50
brassed_off,6.6,28,22,6,78,6.4,6,4,2,66,3.5,2625,68
designated_mourner,6.2,16,11,5,68,6.6,5,4,1,80,3.6,50,71
lost_world_jurassic_park,5.6,59,29,30,49,5.1,13,6,7,46,3.2,46513,55
ponette,8.1,21,19,2,90,0,3,3,0,100,4.1,956,89
schizopolis,6.5,16,10,6,62,0,3,1,2,33,3.8,1164,79
saving-shiloh,5.1,21,8,13,38,5.8,10,5,5,50,3.9,511,82
rough_magic,4.6,7,1,6,14,0,3,0,3,0,2.9,455,34
1077494-trial_and_error,5,29,12,17,41,7,6,3,3,50,2.7,602,27
1078022-buddy,5.4,19,5,14,26,6.2,6,2,4,33,2.8,1106,37
con_air,5.7,60,34,26,56,4.9,11,3,8,27,3.4,47142,77
pillow_book,6.7,26,20,6,76,0,3,3,0,100,3.8,4178,78
speed_2_cruise_control,3.1,51,1,50,1,3.2,14,1,13,7,2.2,17521,28
sudden-manhattan,5.6,6,4,2,66,0,0,0,0,0,0,0,0
wedding_bell_blues,4,5,2,3,40,0,1,0,1,0,3.3,287,54
10005205-batman,0,1,1,0,100,0,0,0,0,0,0,0,0
dream_with_the_fishes,6.1,19,11,8,57,0,3,2,1,66,3.7,452,79
for_roseanna,5.8,7,3,4,42,0,4,2,2,50,3.6,557,73
the-shape-of-water,0,0,0,0,0,0,0,0,0,0,0,0,0
1078028-hercules,7,49,41,8,83,6.8,13,10,3,76,3.2,23787,68
last_time_i_committed_suicide,0,3,1,2,33,0,0,0,0,0,0,0,0
my_best_friends_wedding,6.5,54,39,15,72,5.9,17,10,7,58,3.3,64013,72
tetsuo_ii_bodyhammer,0,3,2,1,66,0,1,1,0,100,3.4,1154,61
when-the-cats-away,7.3,16,14,2,87,0,3,3,0,100,3.8,726,76
contempt,8.4,35,33,2,94,8.1,8,7,1,87,4.1,3449,86
faceoff,7.9,60,56,4,93,8.4,15,15,0,100,3.5,62348,81
the-fall-2008,6.2,101,60,41,59,5.8,21,9,12,42,3.8,23397,85
gabbeh,7.1,19,17,2,89,7.9,8,8,0,100,3.7,394,73
men_in_black,7.5,67,61,6,91,7.3,19,16,3,84,3.5,73637,73
1077599-out_to_sea,5.3,20,7,13,35,0,4,1,3,25,3,1331,53
wild_america,4.5,18,3,15,16,4.9,5,0,5,0,2.9,3839,58
simple_wish,4.6,15,4,11,26,0,3,0,3,0,2.7,4830,40
1078021-contact,6.8,55,37,18,67,6.5,13,7,6,53,3.1,19572,74
love_serenade,6.9,9,8,1,88,0,4,3,1,75,3.6,297,75
gi_jane,6,29,16,13,55,6.4,6,3,3,50,3,11537,58
conan_the_barbarian,6.4,25,19,6,76,0,3,2,1,66,3.1,17014,66
1077847-george_of_the_jungle,5.3,50,27,23,54,6.2,14,10,4,71,2.9,21989,47
cop_land,6.5,59,42,17,71,6.1,18,13,5,72,3.1,8531,57
event_horizon,4.3,33,7,26,21,5.2,5,1,4,20,3.2,15014,63
spawn,4,40,8,32,20,4.2,9,2,7,22,2.8,18405,46
air_bud,4.9,20,9,11,45,0,4,2,2,50,2.6,11606,42
1078216-picture_perfect,5.4,40,19,21,47,5.2,9,3,6,33,2.7,4981,41
in_the_company_of_men,7.9,53,47,6,88,7.9,13,12,1,92,3.7,1900,80
free_willy_3_the_rescue,4.7,15,6,9,40,0,2,2,0,100,2.8,7843,51
career_girls,7.1,23,20,3,86,8.4,5,5,0,100,3.6,812,75
conspiracy_theory,6.2,41,21,20,51,6.1,14,6,8,42,3.2,14632,66
desperate_measures,4.1,29,5,24,17,3.8,6,0,6,0,2.9,1973,39
steel_magnolias,5.8,18,12,6,66,0,1,1,0,100,3.6,26167,88
shes_so_lovely,6,41,26,15,63,6.9,7,6,1,85,3.2,1353,56
1078030-hoodlum,5.5,19,8,11,42,7.2,6,5,1,83,3.3,2875,63
leave_it_to_beaver,4,27,5,22,18,4.4,10,2,8,20,2.6,1310,35
mimic,6.3,30,17,13,56,6.3,6,3,3,50,2.7,5478,37
excess_baggage,4.5,30,10,20,33,4.7,5,1,4,20,2.5,3231,37
kull_the_conqueror,3.6,19,5,14,26,0,4,0,4,0,2.6,1819,35
air_force_one,7,50,39,11,78,7.1,18,15,3,83,3.2,26434,62
187,5.2,27,8,19,29,5.4,5,1,4,20,3.3,3318,68
hunt_for_red_october,7.8,42,40,2,95,0,4,3,1,75,3.6,18875,84
my_own_private_idaho,7,32,27,5,84,8.7,6,6,0,100,3.6,8810,79
kiss_me_guido,5.4,15,6,9,40,5.8,5,1,4,20,3.1,439,53
star_maps,5,15,5,10,33,0,4,0,4,0,3.1,60,44
in_and_out,6.9,28,20,8,71,8,5,5,0,100,2.9,4273,47
edge,6.3,46,27,19,58,6.4,11,6,5,54,3.2,5719,67
1079516-peacemaker,6,31,13,18,41,5.4,6,0,6,0,2.8,6439,41
la_confidential,8.6,83,82,1,98,8.1,21,20,1,95,3.7,25453,90
1079716-seven_years_in_tibet,6.3,32,19,13,59,6.2,5,2,3,40,3.4,13241,71
kiss_the_girls,5.4,28,9,19,32,5.4,6,2,4,33,3.3,9940,68
soul_food,6.3,41,33,8,80,6.4,13,10,3,76,3.6,3884,85
kicked_in_the_head,4.1,9,1,8,11,0,4,0,4,0,3.1,226,45
wishmaster,3.4,27,6,21,22,2.9,5,1,4,20,2.8,3480,48
thousand_acres,4.3,47,11,36,23,3.7,14,1,13,7,3,932,40
1078955-game,7.2,43,30,13,69,7.2,11,7,4,63,3.5,23139,82
1078038-fire_down_below,3.3,26,3,23,11,3.3,7,1,6,14,2.6,3327,48
u-turn,6.1,48,28,20,58,5.2,13,6,7,46,3.1,5988,59
day_of_the_locust,6.8,8,5,3,62,0,1,1,0,100,3.6,582,75
1079208-matchmaker,5.6,26,14,12,53,0,4,2,2,50,3.3,1220,66
1079452-assignment,5.8,19,11,8,57,6.2,5,3,2,60,3.3,825,60
the-risk-is-yours,0,0,0,0,0,0,0,0,0,0,0,0,0
ulees_gold,8,48,45,3,93,7.9,13,12,1,92,3.4,607,67
ice_storm,7.6,56,46,10,82,7.3,13,10,3,76,3.6,7329,80
stag,4.4,5,2,3,40,0,0,0,0,0,0,0,0
chasing_amy,7.5,66,60,6,90,7.4,22,20,2,90,3.5,27129,81
how_to_be_a_player,3,7,1,6,14,0,1,0,1,0,3.4,1335,74
full_monty,7.6,41,39,2,95,7.6,7,7,0,100,3.3,12102,73
alive_and_kicking,6.7,6,5,1,83,0,2,2,0,100,3.2,492,45
mrs_brown,7.3,39,36,3,92,7.6,8,7,1,87,3.7,2021,76
i_know_what_you_did_last_summer,5.3,39,14,25,35,5.7,11,5,6,45,2.8,30659,49
devils_advocate,6.2,43,28,15,65,5.8,10,4,6,40,3.4,30966,78
1079403-rocketman,3.9,15,4,11,26,5.7,5,2,3,40,3,3486,69
playing_god,4.1,28,4,24,14,4.7,7,2,5,28,2.9,2458,39
house_of_yes,5.9,35,22,13,62,6.3,8,5,3,62,3.7,1730,78
fast_cheap_and_out_of_control,8.1,29,27,2,93,0,3,3,0,100,3.9,980,82
washington_square,7.2,27,22,5,81,7.6,6,4,2,66,3.4,579,58
telling_lies_in_america,6.1,14,9,5,64,5.8,6,2,4,33,3,603,40
year_of_the_horse_neil_young_and_crazy_horse_live,5.7,23,12,11,52,5.4,8,5,3,62,3.7,36,82
gattaca,7.1,55,45,10,81,6.1,11,6,5,54,3.5,36666,82
fairy-tale-a-true-story,6.2,21,11,10,52,6.7,6,3,3,50,3.3,1880,63
phantom_of_the_opera,5,165,54,111,32,4.6,37,10,27,27,3.7,70849,86
swept_from_the_sea,5.6,16,5,11,31,5,5,0,5,0,3.7,742,73
wonderland,5,98,34,64,34,4.5,32,7,25,21,3.3,3666,67
life_less_ordinary,5.5,35,14,21,40,4.3,7,1,6,14,3.1,9301,57
1093641-hurricane,7,112,93,19,83,7.3,31,29,2,93,3.7,10473,84
eves_bayou,7.5,50,40,10,80,7.9,14,12,2,85,3.9,1799,87
switchback,4.8,25,8,17,32,4.2,6,1,5,16,3,1273,45
gang_related,5.6,15,9,6,60,0,3,1,2,33,3.6,1924,73
stripes,6.6,33,29,4,87,0,4,3,1,75,0,0,0
bean,5.3,30,12,18,40,5.9,8,3,5,37,2.9,16961,56
hugo_pool,3.4,8,1,7,12,0,3,1,2,33,3,956,43
mad_city,5.3,27,10,17,37,4.9,6,1,5,16,2.9,2188,42
1079718-one_night_stand,5,28,8,20,28,6.1,7,3,4,42,2.9,964,43
tango_lesson,6,18,10,8,55,0,4,2,2,50,3.7,1178,73
welcome_to_sarajevo,6.9,25,19,6,76,7.6,5,4,1,80,3.5,985,75
deceiver,5.4,26,12,14,46,6,7,4,3,57,3.2,586,53
1080867-rainmaker,6.9,44,37,7,84,7,11,9,2,81,3.3,5792,70
boogie_nights,8.1,64,59,5,92,8.8,11,11,0,100,3.5,22528,84
1023854-witness,8.1,31,29,2,93,0,3,2,1,66,3.5,7634,76
1082887-incognito,5.1,9,3,6,33,0,0,0,0,0,0,0,0
starship_troopers,6,55,33,22,60,6.3,14,8,6,57,3,24350,67
critical_care,6.3,15,8,7,53,7.2,9,7,2,77,2.8,392,28
joy_luck_club,6.9,31,26,5,83,6.9,7,5,2,71,3.7,4795,87
chairman_of_the_board,2.4,7,1,6,14,0,0,0,0,0,0,0,0
sliding_doors,6.3,49,31,18,63,5.9,12,4,8,33,3.4,13328,74
mortal_kombat_annihilation,2.5,29,2,27,6,2.5,9,0,9,0,2.5,12426,36
truman_show,8.2,96,91,5,94,7.9,20,18,2,90,3.4,62890,82
wings_of_the_dove,7.8,28,24,4,85,9.1,7,7,0,100,3.7,1279,77
mrs_dalloway,6.4,26,16,10,61,7.3,6,5,1,83,3.3,497,59
i_love_you_i_love_you_not,5.4,5,2,3,40,0,0,0,0,0,0,0,0
red_corner,5.1,22,7,15,31,5,6,1,5,16,3,1935,49
jackal,4.2,25,3,22,12,0,4,0,4,0,3.1,12495,57
1079818-anastasia,7.1,48,41,7,85,7.1,9,7,2,77,3.2,33076,70
man_who_knew_too_little,5.4,30,12,18,40,4.9,6,2,4,33,3,4269,64
alien_3,5,39,15,24,38,5.8,7,4,3,57,3.1,30526,55
amistad,6.9,57,44,13,77,6.6,10,6,4,60,3.5,9716,75
apostle,8,44,40,4,90,8,10,9,1,90,3.6,2049,75
artemisia,6.3,22,14,8,63,6.4,6,4,2,66,3.4,390,67
1087747-bent,6.3,20,13,7,65,4.8,5,0,5,0,3.8,3465,79
les-boys,0,0,0,0,0,0,0,0,0,0,0,0,0
butcher_boy,7.5,58,46,12,79,7.8,13,11,2,84,3.7,1377,81
deconstructing_harry,7.2,33,23,10,69,7.5,6,4,2,66,3.6,5564,79
flubber,3.7,29,5,24,17,4.3,6,1,5,16,2.8,23244,43
for_richer_or_poorer,3.7,19,3,16,15,4.4,5,0,5,0,2.7,3367,47
good_will_hunting,8,69,67,2,97,7.9,16,16,0,100,3.9,63868,92
home_alone_3,4.3,21,5,16,23,5,6,2,4,33,2.6,22853,42
illgotten_gains,0,0,0,0,0,0,0,0,0,0,0,0,0
fiance,0,0,0,0,0,0,0,0,0,0,0,0,0
midnight_in_the_garden_of_good_and_evil,6.2,30,15,15,50,6.4,6,2,4,33,3.3,7144,65
mouse_hunt,5.3,28,12,16,42,4.8,7,1,6,14,2.8,9269,50
never-met-picasso,0,0,0,0,0,0,0,0,0,0,0,0,0
office_killer,3.2,16,2,14,12,0,3,0,3,0,3,371,44
other_voices_other_rooms,0,1,0,1,0,0,0,0,0,0,0,0,0
scream_2,6.8,66,53,13,80,7.4,17,16,1,94,2.9,29170,54
sweet_hereafter,8.8,52,52,0,100,8.6,16,16,0,100,4,3068,86
titanic,7.4,97,80,17,82,6.6,29,21,8,72,3.3,464576,68
tomorrow_never_dies,5.9,55,30,25,54,4.8,12,4,8,33,3.1,19587,60
twisted,2.9,132,2,130,1,3.2,36,0,36,0,2.8,2961,40
education_of_little_tree,6.3,16,10,6,62,6.5,5,2,3,40,3.6,544,70
postman,3.8,31,3,28,9,3,6,0,6,0,2.8,8147,51
horse_whisperer,6.9,52,37,15,71,6.8,13,9,4,69,3.2,7903,71
winter_guest,6.5,24,15,9,62,7.2,5,3,2,60,3.6,994,69
jackie_brown,7.3,68,58,10,85,6.3,18,11,7,61,3.5,36248,78
kundun,7.3,58,44,14,75,6.7,15,10,5,66,3.7,3355,77
mr_magoo,2.3,26,1,25,3,2.3,8,0,8,0,2.3,2618,30
big_lebowski,7.1,74,58,16,78,6.1,13,8,5,61,4,82903,93
afterglow,6.8,30,21,9,70,7.4,7,5,2,71,3,386,38
ma_vie_en_rose,7.4,20,18,2,90,7.6,5,5,0,100,4.1,3051,88
1081200-great_expectations,5.4,32,12,20,37,5.4,7,3,4,42,3.4,10607,76
3_ninjas_high_noon_at_mega_mountain,0,4,0,4,0,0,1,0,1,0,2.5,7721,32
caught_up,4.1,7,0,7,0,0,3,0,3,0,3.1,627,45
arguing_the_world,6.8,5,4,1,80,0,1,1,0,100,3.1,150,47
firestorm-1998,0,0,0,0,0,0,0,0,0,0,0,0,0
1081501-senseless,3.4,14,1,13,7,0,3,0,3,0,2.8,1704,50
wag_the_dog,7.4,70,59,11,84,7.5,19,17,2,89,3.4,8216,72
forgotten_city,0,2,0,2,0,0,0,0,0,0,0,0,0
the-leading-man,6.4,8,5,3,62,0,2,2,0,100,3.6,534,71
star_kid,5.3,12,4,8,33,0,3,1,2,33,2.5,863,32
half_baked,4.2,24,7,17,29,0,2,0,2,0,3.4,26499,82
1080990-fallen,5.3,54,22,32,40,5.1,13,5,8,38,3.4,9162,75
shooting_fish,5.8,28,16,12,57,5.2,5,1,4,20,3.5,1362,72
prophecy_ii,4.7,6,2,4,33,0,0,0,0,0,0,0,0
fallen_angels_hong_kong,7.9,19,18,1,94,0,4,4,0,100,4,4014,86
four_days_in_september,6.2,15,8,7,53,6.2,5,2,3,40,3.5,524,70
spice_world,4.5,33,9,24,27,5.1,7,1,6,14,2.1,9540,39
deep_rising,4.2,27,8,19,29,3.9,6,1,5,16,2.8,3617,42
letter_from_death_row,0,0,0,0,0,0,0,0,0,0,0,0,0
music_from_another_room,5,6,2,4,33,0,0,0,0,0,0,0,0
replacement_killers,5.4,31,12,19,38,6,6,3,3,50,3,4222,51
b_monkey,5.6,16,10,6,62,0,3,1,2,33,3.1,1126,49
the-night-flier,0,4,1,3,25,0,1,0,1,0,2.8,1507,37
blues_brothers_2000,5.1,42,19,23,45,5.5,10,4,6,40,2.7,8002,42
tokyo-fist,0,2,2,0,100,0,0,0,0,0,0,0,0
zardoz,5.2,18,8,10,44,0,1,0,1,0,3.1,2696,51
joy_ride,6.6,111,82,29,73,6.7,29,23,6,79,3.1,9370,63
wedding_singer,6.1,59,39,20,66,5.8,12,8,4,66,3.5,86088,76
sphere,4,49,6,43,12,3.8,12,1,11,8,2.7,9112,38
break-1996,0,4,3,1,75,0,0,0,0,0,0,0,0
little_city,0,3,1,2,33,0,0,0,0,0,0,0,0
palmetto,5.1,31,11,20,35,5.2,6,1,5,16,2.7,679,28
as_good_as_it_gets,7.2,75,64,11,85,7.3,21,19,2,90,3.5,30872,81
king_of_new_york,6,23,16,7,69,6.2,5,3,2,60,3.7,5329,77
1082798-men_with_guns,7.6,26,23,3,88,0,4,4,0,100,3.9,476,84
sadness_of_sex,0,0,0,0,0,0,0,0,0,0,0,0,0
twilight,5.5,196,98,98,50,5.9,36,20,16,55,4.1,256646,82
us_marshals,4.9,30,8,22,26,5,7,1,6,14,3.2,12491,59
welcome_to_woop_woop,3.8,17,5,12,29,0,2,0,2,0,3.4,280,65
love_and_death_on_long_island,8,35,31,4,88,8.3,6,6,0,100,3.2,643,54
midaq-alley,0,0,0,0,0,0,0,0,0,0,0,0,0
in_gods_hands,2.9,6,0,6,0,0,0,0,0,0,0,0,0
everest_1998,7.7,13,12,1,92,0,1,1,0,100,3.5,699,71
1082899-hush,3.4,37,4,33,10,3.2,8,0,8,0,2.9,1448,43
suicide_kings,5.4,29,10,19,34,5.4,6,2,4,33,3.4,10831,72
1082400-man_in_the_iron_mask,5.4,35,11,24,31,6.2,7,2,5,28,3.1,24313,60
newton_boys,6.3,36,22,14,61,5.7,8,3,5,37,2.9,1826,43
where_the_wild_things_are,6.9,241,176,65,73,6.4,40,26,14,65,3.4,236581,59
paulie,6.1,36,22,14,61,5.9,12,4,8,33,2.8,3810,51
cool_dry_place,5.5,13,7,6,53,0,1,0,1,0,3.2,848,54
1091981-fireworks,8.2,18,17,1,94,0,2,2,0,100,4.3,3702,91
primary_colors,7.2,74,59,15,79,6.7,21,14,7,66,3,3209,55
niagara,6.2,10,8,2,80,0,0,0,0,0,0,0,0
1082432-wide_awake,4.9,29,12,17,41,4.6,7,2,5,28,3.3,1235,65
price_above_rubies,5.9,27,15,12,55,5.7,5,2,3,40,3.1,429,51
1006416-east_of_eden,8.2,30,26,4,86,0,3,2,1,66,4,5957,90
two_girls_and_a_guy,5.6,57,30,27,52,6.4,18,10,8,55,2.8,1292,42
no_looking_back,5.3,21,8,13,38,5.4,5,1,4,20,3.5,561,66
storefront_hitchcock,7.5,8,7,1,87,0,0,0,0,0,0,0,0
proposition,7.3,123,107,16,86,7.4,31,27,4,87,3.6,20228,77
object_of_my_affection,5.8,48,24,24,50,5.6,11,5,6,45,3,6363,54
meet_the_deedles,2.4,26,1,25,3,3,5,0,5,0,2.6,1774,39
homegrown,5.9,15,7,8,46,0,3,2,1,66,3,1031,47
players_club,5,15,4,11,26,6.3,5,3,2,60,3.6,5665,82
barneys-adventure-bus,0,0,0,0,0,0,0,0,0,0,0,0,0
big,7.9,52,50,2,96,6.8,5,4,1,80,3.4,33658,73
chinese_box,6.4,21,13,8,61,6.6,5,3,2,60,3.3,700,57
lost_in_space,4.6,46,12,34,26,5.3,8,2,6,25,2.5,8293,30
heavens_burning,0,3,1,2,33,0,1,0,1,0,2.9,633,30
mercury_rising,4.2,35,6,29,17,4.6,8,1,7,12,3,7388,49
spanish_prisoner,7.4,59,52,7,88,7.2,13,12,1,92,3.7,1863,80
starved,0,0,0,0,0,0,0,0,0,0,0,0,0
last_days_of_disco,6.3,51,34,17,66,7.4,11,9,2,81,3.2,1361,58
odd_couple_ii,4.4,27,6,21,22,4.1,7,0,7,0,3.1,1418,57
my_giant,4.8,26,5,21,19,4.5,6,0,6,0,2.6,1175,30
he_got_game,6.9,60,48,12,80,6.8,18,14,4,77,3.6,8293,81
gingerbread_man,6.2,40,24,16,60,6.9,11,8,3,72,2.8,1101,27
illtown,5.3,11,6,5,54,0,1,0,1,0,3.2,34,75
slappy_and_the_stinkers,0,4,0,4,0,0,0,0,0,0,0,0,0
live_flesh,7.1,37,29,8,78,7.2,10,7,3,70,3.9,4009,86
zero_effect,6.7,38,25,13,65,6.2,5,2,3,40,3.5,1908,74
nil_by_mouth,6.2,19,12,7,63,7.6,5,4,1,80,4,1783,88
1081203-borrowers,6.6,24,17,7,70,7.5,7,6,1,85,2.8,4043,48
1033462-prince_valiant,0,0,0,0,0,0,0,0,0,0,0,0,0
i_love_you_dont_touch_me,5.4,10,4,6,40,0,1,1,0,100,3.1,352,44
leather_jacket_love_story,0,3,1,2,33,0,0,0,0,0,0,0,0
burn_hollywood_burn,2.8,36,3,33,8,2.7,6,1,5,16,2.2,601,21
kissing_a_fool,4.7,28,8,20,28,5.6,6,3,3,50,2.7,899,43
krippendorfs_tribe,3.5,36,5,31,13,3.8,7,1,6,14,2.4,910,21
kurt_and_courtney,5.3,21,12,9,57,0,3,2,1,66,3.1,1391,48
real_blonde,5.4,26,9,17,34,6.2,6,3,3,50,2.9,430,39
1082420-mr_nice_guy,5.6,27,12,15,44,6,6,3,3,50,2.9,4726,52
taste_of_cherry,7.3,30,25,5,83,7.6,10,9,1,90,4,1878,84
character,7.3,25,23,2,92,7.9,6,6,0,100,4.1,754,89
budbringeren-junk-mail,7.4,15,14,1,93,0,4,4,0,100,0,0,0
species_2,3.2,31,3,28,9,0,2,0,2,0,2.3,3562,26
major_league_back_to_the_minors,3,19,4,15,21,0,4,1,3,25,2.6,1952,31
sour_grapes,3.5,13,3,10,23,0,3,0,3,0,2.8,451,38
wild_man_blues,7.2,37,32,5,86,7.4,9,8,1,88,3.4,581,61
big_hit,5.1,39,16,23,41,6,10,5,5,50,3.1,4322,60
tarzan_and_the_lost_city,2.2,18,1,17,5,2.2,5,0,5,0,2.6,985,35
black_dog,3.1,19,2,17,10,0,3,0,3,0,3,3586,62
dancer_texas,6.6,15,12,3,80,0,3,2,1,66,3.3,531,62
friend-of-the-deceased,6.7,12,8,4,66,0,3,3,0,100,0,0,0
slumdog_millionaire,8.2,220,206,14,93,8.2,38,36,2,94,4,328969,90
1083326-les_miserables,6.9,41,31,10,75,6.6,11,6,5,54,3.6,7310,81
still_breathing,5.6,13,8,5,61,5.5,5,3,2,60,3.6,699,71
clockwatchers,6.9,24,20,4,83,6.6,5,4,1,80,3.2,947,56
deep_impact,5.7,51,24,27,47,5.9,6,2,4,33,2.9,28624,51
1081316-little_men,4.6,7,1,6,14,0,3,0,3,0,3.5,85,63
faceoff,7.9,60,56,4,93,8.4,15,15,0,100,3.5,62348,81
hanging_garden,7.3,16,15,1,93,0,4,4,0,100,3.6,485,70
lawn_dogs,6.5,18,13,5,72,0,4,1,3,25,3.8,1154,84
quest_for_camelot,5.3,21,7,14,33,5.9,6,2,4,33,3.1,4041,62
godzilla,4.7,59,15,44,25,5.7,9,3,6,33,2.6,17658,38
bulworth,7,61,46,15,75,7.6,10,8,2,80,3.1,3041,60
fear_and_loathing_in_las_vegas,5.8,45,21,24,46,4.1,6,0,6,0,3.9,75860,90
opposite_of_sex,7.1,40,33,7,82,6.9,7,4,3,57,3.1,3268,57
i_got_the_hookup,3,12,2,10,16,0,2,0,2,0,3.2,1133,68
almost_heroes,2.3,21,3,18,14,0,3,0,3,0,2.9,4626,63
hope_floats,4.9,31,7,24,22,4.8,7,0,7,0,3.3,12082,73
1114154-insomnia,7.7,166,153,13,92,7.8,33,31,2,93,3.2,18085,66
little_boy_blue,5,8,2,6,25,0,0,0,0,0,0,0,0
coyote_ugly,3.9,94,20,74,21,3.6,27,5,22,18,3.2,65988,73
1083171-perfect_murder,6.2,49,27,22,55,6.2,14,8,6,57,3.1,9130,52
beyond_silence,7.5,11,9,2,81,8,5,5,0,100,3.9,474,83
six_days_seven_nights,5.4,38,14,24,36,5.4,6,0,6,0,2.7,10008,41
cant_hardly_wait,5.4,45,20,25,44,5.4,12,5,7,41,3.1,11719,60
1084229-cousin_bette,6,21,10,11,47,5.6,5,1,4,20,3,408,38
high_art,6.8,42,30,12,71,7.2,7,4,3,57,3.7,2153,76
land_girls,6.7,17,11,6,64,6.1,7,2,5,28,3.3,693,54
passion_in_the_desert,6.1,20,13,7,65,0,4,1,3,25,3.2,162,55
the-children-of-heaven,7.6,25,21,4,84,7.6,5,4,1,80,4.4,3834,94
dear_jesse,6.8,6,5,1,83,0,1,1,0,100,3.8,29,100
dream_for_an_insomniac,5,10,5,5,50,0,2,0,2,0,3.6,1167,74
hav_plenty,5.2,21,8,13,38,6.6,6,4,2,66,3.9,465,80
henry_fool,7.4,26,22,4,84,0,3,2,1,66,3.8,1375,78
mr_jealousy,6.5,12,8,4,66,0,4,2,2,50,3.3,437,59
mulan,7.5,72,62,10,86,7,14,10,4,71,3.4,52938,78
resurrection_man,0,3,0,3,0,0,0,0,0,0,0,0,0
xfiles_fight_the_future,6,68,43,25,63,5.9,15,8,7,53,3.3,13283,69
i_went_down,7.2,19,16,3,84,0,4,2,2,50,4.2,202,88
dr_dolittle,5.2,49,21,28,42,5.5,8,4,4,50,2.8,23847,46
1083436-1083436-out_of_sight,7.9,69,64,5,92,8,14,13,1,92,3.2,11285,65
picnic_at_hanging_rock,8.3,29,27,2,93,9.7,5,5,0,100,4,3210,84
smoke_signals,7.3,29,25,4,86,8.1,5,5,0,100,3.9,2767,83
viagem-ao-principio-do-mundo-journey-to-the-beginning-of-the-world,6.2,5,3,2,60,0,0,0,0,0,0,0,0
buffalo_66,7,40,31,9,77,7.1,7,5,2,71,3.8,7504,87
armageddon,5.1,77,32,45,41,3.8,17,3,14,17,3.5,105398,77
lethal_weapon_4,5.9,61,33,28,54,6.1,12,6,6,50,3.3,20840,70
1083410-madeline,6.5,26,17,9,65,6.5,6,4,2,66,2.6,3549,45
small_soldiers,6.2,41,19,22,46,6.8,12,6,6,50,2.8,9855,46
pi,7.2,49,42,7,85,6.7,11,8,3,72,3.8,33850,86
something_more,0,2,0,2,0,0,1,0,1,0,3.1,233,47
plan-9-from-outer-space,4.9,30,19,11,63,0,1,1,0,100,2.8,6105,46
wings_of_desire,8.5,39,38,1,97,7.5,6,5,1,83,4.4,9110,94
1000642-all_quiet_on_the_western_front,8.6,32,31,1,96,7.8,5,5,0,100,3.8,3797,85
spirit_stallion_of_the_cimarron,6.4,125,86,39,68,6.9,29,23,6,79,3.3,8302,72
grand_hotel,7.4,28,24,4,85,7.6,5,5,0,100,3.8,1661,77
cavalcade,6.7,14,9,5,64,0,4,4,0,100,3,314,35
1014481-mutiny_on_the_bounty,8.2,28,26,2,92,7.5,6,5,1,83,3.7,1846,79
great_ziegfeld,6,21,12,9,57,6,5,3,2,60,3.4,704,60
life_of_emile_zola,7,20,14,6,70,7.2,5,4,1,80,3.6,620,72
1024312-you_cant_take_it_with_you,7.3,27,26,1,96,0,4,4,0,100,4,2934,87
how_green_was_my_valley,7.8,34,30,4,88,7.2,5,5,0,100,3.9,1995,83
mrs_miniver,7.6,22,19,3,86,8.2,5,5,0,100,3.9,1307,85
going_my_way,7,19,14,5,73,0,4,3,1,75,3.8,1251,80
lost_weekend,8.2,24,24,0,100,0,4,4,0,100,4,2562,86
best_years_of_our_lives,8.6,35,34,1,97,8.1,8,8,0,100,4.2,3330,91
gentlemans_agreement,7,30,25,5,83,6.8,5,4,1,80,3.8,1308,79
1075422-hamlet,8.2,54,51,3,94,7.2,14,11,3,78,3.8,5816,86
keep-drinking-men,0,0,0,0,0,0,0,0,0,0,0,0,0
under-the-carp-banner2006,0,0,0,0,0,0,0,0,0,0,0,0,0
1007931-from_here_to_eternity,8,40,35,5,87,7.9,7,6,1,85,3.9,4410,83
on_the_waterfront,9,49,49,0,100,8.9,10,10,0,100,4.2,11904,94
back_to_the_future,8.4,54,52,2,96,7.3,6,5,1,83,3.8,126816,88
west_side_story,8.1,49,45,4,91,8,7,6,1,85,3.5,18648,82
tom_jones,7.8,26,21,5,80,0,4,3,1,75,3.3,1389,60
1013162-man_for_all_seasons,7.8,27,23,4,85,0,4,3,1,75,4,2887,86
