nombre,miembro_desde,genero,vive_en,nacimiento
743,,Hombre,,
744,,Mujer,Madrid - España,1989.0
745,,Hombre,Cordoba - Argentina,1993.0
746,,Mujer,Mazatlán - Mexico,1961.0
747,,Mujer,España,1986.0
748,,Mujer,Bsas - Argentina,1973.0
749,,Mujer,España,1983.0
750,,,España,
751,,Hombre,Puertollano - España,1983.0
752,,Hombre,Madrid - España,1974.0
753,,Mujer,Vigo - España,1984.0
754,,Hombre,Bogot - Colombia,1997.0
755,,Mujer,Temuco - Chile,1996.0
756,,Hombre,Trujillo - Peru,1910.0
757,,Hombre,Capital federal - Argentina,1979.0
758,,,Buenos aires - Argentina,1997.0
759,,Hombre,Pergamino - Argentina,1991.0
760,,Hombre,Málaga - España,1986.0
761,,Hombre,Madrid - España,1910.0
762,,Hombre,Barcelona - España,1985.0
763,,Hombre,Madrid - España,1975.0
764,,Mujer,,
765,,Hombre,El colorado - Argentina,1990.0
766,,Hombre,Bahia blanca - Argentina,1984.0
767,,Hombre,Cáceres - España,1977.0
768,,Hombre,Bogota - Colombia,1992.0
769,,Hombre,Burgos - España,1999.0
770,,Mujer,Madrid - España,1986.0
771,,Hombre,España,1992.0
772,,Mujer,Hermosillo - Mexico,1989.0
773,,Hombre,Tegucigalpa - Honduras,1993.0
774,,,España,
775,,Hombre,Buenos aires - Argentina,1998.0
776,,Mujer,Canelones - Uruguay,1998.0
777,,,España,
778,,Hombre,General pico - Argentina,1987.0
779,,Mujer,San mateo atenco - Mexico,1984.0
780,,Hombre,Cartagena - España,1957.0
781,,,Aa - España,1916.0
782,,Hombre,Madrid - España,1985.0
783,,,España,
784,,Mujer,¿?,1996.0
785,,,España,
786,,Hombre,Badajoz - España,1992.0
787,,Hombre,Cdmx - Mexico,1993.0
788,,Hombre,Bogota - Colombia,1988.0
789,,Mujer,Acarigua - Venezuela,1984.0
790,,Hombre,Chetumal - Mexico,1991.0
791,,Hombre,Tenerife - España,1965.0
792,,Mujer,,
793,,Hombre,Guatemala - Guatemala,1992.0
794,,Hombre,España,1910.0
795,,,España,
796,,,España,
797,,Mujer,España,1982.0
798,,Mujer,Santo domingo -,1993.0
799,,Mujer,Barbate - España,1988.0
800,,Hombre,Sant cugat - España,1990.0
801,,Mujer,Puerto Rico,1994.0
802,,Hombre,Buenos aires - Argentina,1962.0
803,,,Tepatitán - Mexico,1985.0
804,,Hombre,Oviedo - España,1985.0
805,,Hombre,España,1943.0
806,,,España,
807,,,Bs. as. - Argentina,1981.0
808,,,San francisco - Afghanistan,
809,,,España,
810,,Hombre,Granada - España,1989.0
811,,,Mexico,
812,,Hombre,Talavera de la reina - España,1962.0
813,,Hombre,México city - Mexico,1976.0
814,,,Mexico,
815,,,España,
816,,,España,
817,,,Cote d'Ivoire,
818,,Hombre,Buenos aires - Argentina,1981.0
819,,Mujer,Santa coloma de gramenet - España,1970.0
820,,Hombre,Cdmx - Mexico,1997.0
821,,,Córdoba - España,1983.0
822,,Hombre,Madrid - España,1996.0
823,,Hombre,Las rozas de madrid - España,1979.0
824,,Mujer,Alicante - España,1989.0
825,,,España,
826,,Mujer,España,1985.0
827,,,España,1991.0
828,,,España,1989.0
829,,,España,
830,,Hombre,Donostia - España,1986.0
831,,Mujer,Toledo - España,1984.0
832,,Hombre,Huelva - España,1977.0
833,,Mujer,Las palmas - España,1987.0
834,,Mujer,España,1991.0
835,,Hombre,Valencia - España,1977.0
836,,Mujer,San vicente del raspeig - España,1993.0
837,,Mujer,Mexico,1955.0
838,,Hombre,,
839,,Mujer,Rosario - Argentina,1991.0
840,,Mujer,Madrid - España,1986.0
841,,Hombre,Capital federal - Argentina,1989.0
842,,Mujer,Guanajuato - Mexico,1981.0
843,,Hombre,Dubai - España,1972.0
844,,Mujer,Chihuahua - Mexico,1989.0
845,,Hombre,Albacete - España,1990.0
846,,,Xxxxxxxxxx - España,1983.0
847,,Hombre,Valencia - España,1987.0
848,,Hombre,Santa cruz de la sierra - Bolivia,1910.0
849,,Hombre,Trujillo - Peru,1994.0
850,,Mujer,Xalapa - Mexico,1974.0
851,,Hombre,Trelew - Argentina,1983.0
852,,Mujer,Marbella - España,1979.0
853,,,España,
854,,Hombre,Palma de mallorca - España,1982.0
855,,Mujer,Sanlúcar de barrameda - España,1967.0
856,,Hombre,Mar del plata - Argentina,1989.0
857,,Mujer,Freehold - United States of America,1989.0
858,,Mujer,,
859,,Mujer,Teruel - España,1986.0
860,,Hombre,Bogota d.c - Colombia,1996.0
861,,Hombre,Santiago de compostela - España,1981.0
862,,Hombre,Sabadell - España,1965.0
863,,Hombre,Guadalajara - Mexico,1966.0
864,,Mujer,Málaga - España,1986.0
865,,Mujer,Jaén - España,1996.0
866,,Hombre,Peñaranda de bracamonte - España,1983.0
867,,Mujer,España,1989.0
868,,Hombre,Sevilla - España,1995.0
869,,Hombre,España,1910.0
870,,Hombre,Murcia - España,1971.0
871,,Hombre,España,1991.0
872,,Hombre,Arequipa - Peru,1974.0
873,,Mujer,Sao paulo - Brazil,1971.0
874,,,España,1910.0
875,,Hombre,Madrid - España,1982.0
876,,,España,
877,,,España,
878,,Mujer,Vizcaya - España,1973.0
879,,,Salta - Argentina,1990.0
880,,Mujer,Madrid - España,1985.0
881,,Mujer,Ciudad autònoma de buenos aires - Argentina,1973.0
882,,,España,1910.0
883,,Hombre,Santa coloma de gramenet - España,1974.0
884,,Hombre,Ixtapa-zihuatanejo - Mexico,1967.0
885,,Hombre,Santa cruz de la sierra - Saint Barthelemy,1971.0
886,,Hombre,Santa cruz de bezana - España,1987.0
887,,Hombre,Bogota - Colombia,1996.0
888,,Hombre,Buenos aires - Argentina,1910.0
889,,Hombre,Buenos aires - Argentina,1990.0
890,,Hombre,Alicante - España,1984.0
891,,Mujer,Murcia - España,1984.0
892,,,España,
893,,Mujer,España,1981.0
894,,,España,1994.0
895,,,Malaga - España,1971.0
896,,,Malaga - España,1981.0
897,,,Málaga - España,1982.0
898,,,España,1962.0
899,,,España,1969.0
900,,,España,
901,,,España,1985.0
902,,,Medellin - Colombia,1984.0
903,,,España,
904,,,Bcn - España,1980.0
905,,,Mexico - Mexico,1992.0
906,,,España,1985.0
907,,,España,
908,,,España,
909,,Hombre,Eritrea - España,1967.0
910,,,España,
911,,,España,1979.0
912,,,España,
913,,,España,
914,,Mujer,,
915,,,España,
916,,,España,
917,,,España,
918,,,España,
919,,,España,
920,,,España,
921,,,España,
922,,,España,
923,,,Honduras,
924,,,España,
925,,,España,
926,,Hombre,Madrid - España,1987.0
927,,,España,
928,,,España,
929,,,España,
930,,,España,
931,,,España,
932,,,España,
933,,,España,
934,,,España,
935,,,España,
936,,,España,
937,,,España,
938,,,España,
939,,,España,
940,,,España,
941,,,España,
942,,,España,1910.0
943,,,España,
944,,,España,
945,,,España,
946,,,España,
947,,,España,
948,,,Netherlands Antilles,
949,,,España,
950,,,España,
951,,,España,
952,,,España,
953,,,España,
954,,,España,1981.0
955,,,España,
956,,,Melilla - España,1965.0
957,,,España,
958,,,España,
959,,,España,1910.0
960,,,España,
961,,,España,
962,,,España,
963,,,España,
964,,,España,
965,,Hombre,Tenerife - España,1910.0
966,,Hombre,Medellin - Colombia,1992.0
967,,Hombre,Zaragoza - España,1977.0
968,,Hombre,Cuenca - España,1982.0
969,,Hombre,España,1910.0
970,,Hombre,España,1958.0
971,,,España,
972,,,España,1972.0
973,,Mujer,Burgos - España,1967.0
974,,,España,1968.0
975,,,España,
976,,,Cuba,
977,,Mujer,Barcelona - España,1970.0
978,,Hombre,Madrid - España,1996.0
979,,Mujer,,
980,,Hombre,Málaga - España,1998.0
981,,Mujer,Almería - España,1994.0
982,,Mujer,Bilbao - España,1987.0
983,,Mujer,España,1987.0
984,,Mujer,Badalona - España,2003.0
985,,Mujer,España,1992.0
986,,Hombre,Sevilla - España,1993.0
987,,Hombre,España,1988.0
988,,Mujer,California - United States of America,1967.0
989,,Hombre,Ponferrada - España,1980.0
990,,,España,
991,,,Barcelona - España,1990.0
992,,,España,
993,,,Argentina,
994,,Hombre,Girona - España,1978.0
995,,Hombre,,
996,,Mujer,España,1985.0
997,,,España,
998,,,España,1910.0
999,,,España,1974.0
1000,,,Cáceres - España,1967.0
1001,,Hombre,Madrid - España,1989.0
1002,,Hombre,Jaén - Afghanistan,1944.0
1003,,Hombre,Bilbao - España,1999.0
1004,,Mujer,,
1005,,Mujer,Bilbao - España,1976.0
1006,,Mujer,Madrid - España,1971.0
1007,,,España,
1008,,Mujer,Granada - España,1975.0
1009,,Mujer,Argentina,1999.0
1010,,,¿?,
1011,,Mujer,Sevilla - España,1981.0
1012,,Mujer,Una - España,
1013,,Mujer,Cáceres - España,1994.0
1014,,,España,
1015,,,España,1973.0
1016,,Mujer,Bogotá - Colombia,2004.0
1017,,Mujer,Pasto - Colombia,1988.0
1018,,,Ciudad real - España,1988.0
1019,,Mujer,España,1960.0
1020,,,Madrid - España,1975.0
1021,,,España,
1022,,Mujer,Málaga - ¿?,
1023,,Hombre,San fernando - España,1985.0
1024,,Mujer,Buenos aires - Argentina,1977.0
1025,,,Cd. juárez - Mexico,1991.0
1026,,,Barcelona - España,1983.0
1027,,Mujer,Santiago - Chile,1984.0
1028,,Mujer,Madrid - España,1972.0
1029,,Hombre,"San pedro garza garcía, nl méxico - Mexico",1957.0
1030,,Hombre,Valencia - España,1966.0
1031,,Mujer,Santiago - Cote d'Ivoire,1998.0
1032,,Mujer,Málaga - España,1988.0
1033,,,Ourense - España,2011.0
1034,,Hombre,Sóller - España,1971.0
1035,,Mujer,¿?,
1036,,Mujer,España,1986.0
1037,,Mujer,,
1038,,Hombre,España,1910.0
1039,,Hombre,Martos - España,1988.0
1040,,,Burriana - España,1971.0
1041,,Mujer,Palma - España,1965.0
1042,,Mujer,Ourense - España,1976.0
1043,,Mujer,¿?,
1044,,,España,
1045,,Hombre,Veracruz - Mexico,1972.0
1046,,Mujer,Alaejos - España,1973.0
1047,,,Oviedo - España,1984.0
1048,,Hombre,Mexico - Mexico,1990.0
1049,,,Madrid - España,1978.0
1050,,,Venezuela,1974.0
1051,,,Tulancingo - Mexico,1972.0
1052,,Mujer,Bilbao - Afghanistan,1974.0
1053,,Mujer,España,1980.0
1054,,Mujer,España,1976.0
1055,,,España,1987.0
1056,,Mujer,España,1988.0
1057,,Mujer,Lepe - España,1976.0
1058,,Hombre,Madrid - España,1982.0
1059,,,España,
1060,,Mujer,Sofia - Bulgaria,1981.0
1061,,Mujer,Castalla - España,1982.0
1062,,,España,
1063,,,España,
1064,,Hombre,¿?,
1065,,Mujer,Buenos aires - Argentina,1962.0
1066,,Hombre,Alicante - España,1990.0
1067,,,España,1910.0
1068,,Mujer,Barcelona - España,1980.0
1069,,Hombre,España,1910.0
1070,,Hombre,Viña del mar - Chile,2003.0
1071,,Hombre,¿?,
1072,,Hombre,Valencia - España,1995.0
1073,,Mujer,Madrid - España,1973.0
1074,,Hombre,Madrid - España,1963.0
1075,,Hombre,Manizales - Colombia,1998.0
1076,,,España,1985.0
1077,,,Gotham - España,1964.0
1078,,,España,
1079,,,España,
1080,,Hombre,Córdoba - España,1994.0
1081,,,España,1974.0
1082,,,España,
1083,,,Argentina,1910.0
1084,,Mujer,Sevilla - España,1989.0
1085,,,España,
1086,,Hombre,Santa cruz de tenerife - España,1967.0
1087,,Hombre,España,1957.0
1088,,Mujer,España,1967.0
1089,,,España,
1090,,Hombre,Parla - España,1996.0
1091,,Hombre,Alcalá de henares - España,1983.0
1092,,,Concepción - Cote d'Ivoire,1993.0
1093,,,España,
1094,,Hombre,Madrid - España,1986.0
1095,,Hombre,Coin - España,1971.0
1096,,Hombre,Terrassa - España,1965.0
1097,,Mujer,La palma de cervelló - España,1978.0
1098,,Mujer,Madrid - España,1986.0
1099,,Hombre,Antequera - España,1992.0
1100,,Mujer,Jaén - España,1978.0
1101,,Hombre,Buenos aires - Argentina,1975.0
1102,,Mujer,Madrid - Afghanistan,1986.0
1103,,Hombre,Montevideo - Uruguay,1982.0
1104,,Hombre,Barcelona - España,1990.0
1105,,Mujer,Medellín - Colombia,1995.0
1106,,Hombre,Oruro - Bolivia,1984.0
1107,,Hombre,Lampa - Chile,2001.0
1108,,Hombre,San salvador - El Salvador,1982.0
1109,,Hombre,¿?,
1110,,Hombre,Vigo - ¿?,1992.0
1111,,Mujer,Buenos aires - Argentina,1977.0
1112,,Hombre,Maracaibo - Venezuela,1988.0
1113,,Hombre,Cd. juárez - Mexico,1988.0
1114,,Hombre,Madrid - España,1998.0
1115,,Mujer,Veracruz - Mexico,1991.0
1116,,Mujer,Fuentesnuevas - España,1962.0
1117,,Mujer,,
1118,,Hombre,España,1990.0
1119,,,España,
1120,,,España,
1121,,Mujer,,
1122,,Hombre,Argentina,1974.0
1123,,Mujer,España,1990.0
1124,,Hombre,Pinto - España,1975.0
1125,,Mujer,Buenos aires - Argentina,1974.0
1126,,Mujer,Madrid - España,1963.0
1127,,Mujer,Ciudad autonoma de buenos aires - Argentina,1985.0
1128,,Hombre,Saint Barthelemy,1990.0
1129,,Hombre,,1991.0
1130,,,España,1910.0
1131,,Mujer,Madrid - España,1984.0
1132,,Hombre,Valencia - España,1980.0
1133,,,Sevilla - España,1981.0
1134,,Hombre,Madrid - España,1966.0
1135,,Hombre,Argentina,1986.0
1136,,,España,
1137,,Mujer,Barccelona - España,1981.0
1138,,,España,
1139,,Mujer,Lima - Peru,1990.0
1140,,Mujer,España,1990.0
1141,,Mujer,Cádiz - España,1984.0
1142,,Hombre,Palma - España,1990.0
1143,,Hombre,Oaxaca - Mexico,1988.0
1144,,Hombre,Mieres - España,1994.0
1145,,Hombre,Cáceres - España,1970.0
1146,,,España,
1147,,Mujer,Barcelona - España,1985.0
1148,,Mujer,Alcázar de san juan - España,1992.0
1149,,Hombre,Cádiz - España,1983.0
1150,,Hombre,España,1985.0
1151,,,España,
1152,,Mujer,España,1978.0
1153,,Hombre,Madrid - España,1978.0
1154,,,Sevilla - España,1981.0
1155,,,Hermosillo - Mexico,2000.0
1156,,,Vigo - España,1971.0
1157,,,España,
1158,,Mujer,Lima - Peru,1979.0
1159,,,España,1979.0
1160,,,,1987.0
1161,,,Santiago - Cote d'Ivoire,1966.0
1162,,,España,1967.0
1163,,Mujer,Barcelona - España,1981.0
1164,,,España,
1165,,,Maracaibo - Venezuela,1979.0
1166,,,España,
1167,,,Cali - Colombia,1965.0
1168,,,España,
1169,,,España,
1170,,Mujer,España,1983.0
1171,,Mujer,¿?,
1172,,Hombre,Tres cantos - España,1969.0
1173,,Mujer,Zaragoza - España,1961.0
1174,,,España,1974.0
1175,,Hombre,Berazategui - Argentina,1996.0
1176,,Hombre,Las palmas de gc - España,1978.0
1177,,,España,1910.0
1178,,,,
1179,,Mujer,Palma de mallorca - España,1975.0
1180,,Mujer,,1963.0
1181,,Hombre,Poza rica de hidalgo - Mexico,1981.0
1182,,Mujer,,
1183,,Hombre,Lima - Peru,1996.0
1184,,Mujer,O porriño - España,1979.0
1185,,Mujer,¿?,
1186,,Mujer,España,1979.0
1187,,Mujer,España,1987.0
1188,,Mujer,Collado villalba - España,1987.0
1189,,Mujer,España,1977.0
1190,,Mujer,Huelva - España,1973.0
1191,,Mujer,Sevilla - España,1996.0
1192,,Hombre,Orihuela - España,1996.0
1193,,Mujer,Madrid - España,1983.0
1194,,,San luis potosi - Mexico,1992.0
1195,,Hombre,Mexico,1997.0
1196,,Mujer,Madrid - España,1991.0
1197,,Mujer,"Santiago, chile - Cote d'Ivoire",1985.0
1198,,Hombre,Tarragona - España,1981.0
1199,,,Mexico,
1200,,,España,
1201,,Mujer,Madrid - España,1982.0
1202,,,Murcia - España,1969.0
1203,,,Malaga - España,1974.0
1204,,Mujer,Madrid - España,1991.0
1205,,Mujer,Madrid - España,1986.0
1206,,Mujer,Cote d'Ivoire,1999.0
1207,,Mujer,Pamplona - España,1997.0
1208,,Mujer,Valencia - España,1999.0
1209,,Mujer,Cochabamba - Saint Barthelemy,2000.0
1210,,Mujer,España,1910.0
1211,,Mujer,España,1991.0
1212,,,España,
1213,,Mujer,Torre del mar - España,1991.0
1214,,Hombre,Barcelona - España,1981.0
1215,,Mujer,Madrid - España,1991.0
1216,,Mujer,Madrid - España,1960.0
1217,,Mujer,Alpedrete madrid - España,1949.0
1218,,,España,
1219,,,España,
1220,,Mujer,España,1979.0
1221,,Hombre,Gómez palacio durango - Mexico,1999.0
1222,,Hombre,España,1934.0
1223,,Hombre,Santiago - Chile,1981.0
1224,,Mujer,Mexico - Mexico,1910.0
1225,,Hombre,Las palmas - España,1997.0
1226,,Hombre,Cordoba - Argentina,1992.0
1227,,Hombre,Ciudad de méxico - Mexico,1984.0
1228,,Hombre,Palma de mallorca - España,1981.0
1229,,Mujer,Barakaldo - España,1987.0
1230,,Mujer,Santiago - Chile,1989.0
1231,,Hombre,,
1232,,Mujer,Madrid - España,1999.0
1233,,Mujer,Barcelona - España,1990.0
1234,,Hombre,¿?,
1235,,Mujer,¿?,
1236,,Hombre,Guadalajara - Mexico,1997.0
1237,,Mujer,,
1238,,Hombre,Medellín - Colombia,2001.0
1239,,Hombre,Saniago - Cote d'Ivoire,1982.0
1240,,Mujer,Colombia,1996.0
1241,,Mujer,Santiago - Cote d'Ivoire,1995.0
1242,,,Medellín - Colombia,1995.0
1243,,Hombre,Huelva - España,1995.0
1244,,Mujer,Mexico,1995.0
1245,,Hombre,Alajuela -,1999.0
1246,,Hombre,Barcelona - España,1992.0
1247,,,España,
1248,,Hombre,Talca - Cote d'Ivoire,1990.0
1249,,,El puerto de santa maria - España,1989.0
1250,,Mujer,Mendoza - Argentina,1994.0
1251,,Hombre,España,1910.0
1252,,Mujer,Madrid - España,1966.0
1253,,Hombre,Sevilla - España,2000.0
1254,,,España,
1255,,Mujer,Zacatecas - Mexico,2000.0
1256,,Mujer,Argentina,1910.0
1257,,,España,
1258,,Hombre,Madrid - España,1988.0
1259,,Hombre,Barquisimeto - Venezuela,1994.0
1260,,Hombre,Navojoa - Mexico,1998.0
1261,,Mujer,Palma de mallorca - España,1990.0
1262,,Mujer,La serena - Chile,1998.0
1263,,Hombre,Pamlona - Peru,1991.0
1264,,Mujer,San jose -,1993.0
1265,,Hombre,Ecuador,1991.0
1266,,Mujer,"Laurel, md - United States of America",1985.0
1267,,Mujer,Montevideo - Uruguay,2000.0
1268,,Mujer,Df - Mexico,1982.0
1269,,Mujer,Ciudad de mexico - Mexico,1991.0
1270,,,España,1989.0
1271,,Mujer,Vigo - España,1971.0
1272,,Mujer,España,1967.0
1273,,,Granada - España,1987.0
1274,,Hombre,Málaga - España,1969.0
1275,,Mujer,,
1276,,,Cordoba - España,1977.0
1277,,,España,1975.0
1278,,,Santa fe - Argentina,1992.0
1279,,,Sevilla - España,1976.0
1280,,,España,
1281,,,Mexico,
1282,,,España,
1283,,,España,1977.0
1284,,,,
1285,,Mujer,Madrid - España,1943.0
1286,,,España,1910.0
1287,,Mujer,Madrid - España,1972.0
1288,,Mujer,España,1966.0
1289,,Mujer,Rivas-vaciamadrid - España,1974.0
1290,,Hombre,Capital federal - Argentina,1994.0
1291,,Mujer,Barcelona - España,1994.0
1292,,Hombre,Logroño - España,1961.0
1293,,Mujer,Culiacan - Mexico,1977.0
1294,,Mujer,Binéfar - España,1989.0
1295,,Hombre,Madrid - España,1992.0
1296,,Mujer,Murcia - España,1987.0
1297,,Hombre,Lima - Peru,1998.0
1298,,Hombre,Santa fe - Argentina,1993.0
1299,,Mujer,Murcia - España,1984.0
1300,,Hombre,Santa fe - Argentina,1964.0
1301,,Hombre,Rosario - Argentina,1994.0
1302,,Hombre,Mundaka - Afghanistan,1993.0
1303,,Hombre,Buenos aires - Argentina,1972.0
1304,,Hombre,Torrevieja - España,1993.0
1305,,Hombre,Madrid - España,1989.0
1306,,Hombre,¿?,
1307,,Hombre,A coruña - España,1980.0
1308,,Hombre,Almeria - España,1975.0
1309,,Hombre,Jaén - España,1991.0
1310,,Mujer,Mexico,1992.0
1311,,,España,1992.0
1312,,Mujer,Buenos aires - Argentina,1998.0
1313,,,Sevilla - España,
1314,,Mujer,,
1315,,Hombre,Mexico,1990.0
1316,,Hombre,Santiago - Cote d'Ivoire,1985.0
1317,,Hombre,Antigua guatemala - Guatemala,1995.0
1318,,Mujer,Murcia - España,1980.0
1319,,Mujer,Santiago - Cote d'Ivoire,1976.0
1320,,Mujer,Mexico,1992.0
1321,,Hombre,Distrito federal - Mexico,1994.0
1322,,,España,1989.0
1323,,,Neuquen - Argentina,1974.0
1324,,,Venezuela,1986.0
1325,,,San cristóbal - Venezuela,1991.0
1326,,,Barcelona - España,1991.0
1327,,,España,1988.0
1328,,,España,
1329,,,España,
1330,,,Mexico,
1331,,,España,
1332,,,España,
1333,,,España,
1334,,,España,
1335,,,España,
1336,,,España,
1337,,,España,
1338,,Hombre,Cordoba - España,1971.0
1339,,,España,
1340,,,¿?,
1341,,Mujer,Madrid - España,1974.0
1342,,,Barcelona - España,1952.0
1343,,,España,
1344,,,Las palmas de gran canaria - España,1987.0
1345,,Hombre,Vigo - España,1979.0
1346,,Hombre,Lima - Peru,1994.0
1347,,Hombre,London - United Kingdom,1974.0
1348,,Hombre,Ibarra - Ecuador,1992.0
1349,,Hombre,Puerto el triunfo - El Salvador,1962.0
1350,,,España,
1351,,Mujer,,
1352,,Hombre,Bilbao - España,1962.0
1353,,Mujer,Valencia - España,1987.0
1354,,,España,
1355,,,España,
1356,,Hombre,Santiago del estero - Argentina,1999.0
1357,,Hombre,Lepe - España,1989.0
1358,,Hombre,Rota - España,1983.0
1359,,Hombre,,
1360,,Hombre,Sevilla - España,1999.0
1361,,Mujer,Barcelona - España,1953.0
1362,,,España,
1363,,,Sant feliu llobregat - España,
1364,,Hombre,Madrid - España,1982.0
1365,,,Carranque - España,
1366,,Hombre,Sevilla - España,2000.0
1367,,,Murcia - España,1955.0
1368,,,España,
1369,,,,
1370,,Hombre,Málaga - España,1994.0
1371,,Mujer,Rosario - Argentina,1982.0
1372,,Mujer,,
1373,,Mujer,Rio gallegos - Argentina,2004.0
1374,,Hombre,Madrid - España,1984.0
1375,,Hombre,Marbella - España,1994.0
1376,,Mujer,Oviedo - España,2004.0
1377,,Hombre,Huancayo - Peru,1990.0
1378,,Hombre,¿?,
1379,,Mujer,¿?,
1380,,Hombre,¿?,
1381,,Mujer,¿?,
1382,,Hombre,Santiago - Chile,2000.0
1383,,Hombre,Toledo - España,1950.0
1384,,Mujer,Madrid - España,1990.0
1385,,Mujer,Zaragoza - España,1980.0
1386,,Mujer,Madrid - España,1993.0
1387,,,España,1983.0
1388,,,"France, French Republic",1983.0
1389,,Mujer,Bogotá - Colombia,1985.0
1390,,Hombre,Trinidad - Uruguay,1999.0
1391,,Mujer,"San antonio de areco, buenos aires - Argentina",1989.0
1392,,Mujer,Toledo - España,1988.0
1393,,Hombre,España,1970.0
1394,,,España,
1395,,Mujer,Caracas - Venezuela,1994.0
1396,,Hombre,Ciudad de méxico - Mexico,2000.0
1397,,Mujer,Argentina,1996.0
1398,,,Argentina,1910.0
1399,,Mujer,San salvador de jujuy - Argentina,2000.0
1400,,Hombre,Córdoba - España,1976.0
1401,,Hombre,Rosario - Argentina,2000.0
1402,,Mujer,Buenos aires - Argentina,1996.0
1403,,Mujer,España,1980.0
1404,,Mujer,España,1989.0
1405,,Mujer,Caracas - Venezuela,1970.0
1406,,,España,
1407,,,Uruguay,1910.0
1408,,Mujer,La plata - Argentina,1985.0
1409,,Mujer,Albacete - España,1993.0
1410,,Mujer,Colombia,1995.0
1411,,,España,1997.0
1412,,Mujer,España,1985.0
1413,,,A coruña - España,1968.0
1414,,,España,1982.0
1415,,,Las heras - Argentina,1993.0
1416,,,España,1979.0
1417,,,España,
1418,,,Madrid - España,
1419,,,España,
1420,,,España,
1421,,,Sevilla - España,1988.0
1422,,,España,
1423,,,Mexico,
1424,,,España,
1425,,,España,
1426,,,España,1978.0
1427,,,España,
1428,,,España,
1429,,,Madrid - España,1965.0
1430,,,Barcelona - España,2011.0
1431,,,Sevilla - España,1976.0
1432,,Hombre,Linares - España,1995.0
1433,,,España,
1434,,,España,
1435,,Hombre,Jerez de la frontera - España,1974.0
1436,,Hombre,Lérida - España,2000.0
1437,,Hombre,Jaén - España,1975.0
1438,,Mujer,Madrid - España,1984.0
1439,,Hombre,Cuernavaca - Mexico,1981.0
1440,,Mujer,ávila - España,1972.0
1441,,Hombre,Portugalete - España,1979.0
1442,,Mujer,Buenos aires - Argentina,1980.0
1443,,Mujer,,
1444,,Hombre,L'olleria - España,1970.0
1445,,,España,
1446,,Mujer,Madrid - España,1970.0
1447,,Mujer,Maracay - Venezuela,1995.0
1448,,Hombre,Sevilla - España,1970.0
1449,,Hombre,Buenos aires - Argentina,1978.0
1450,,Hombre,Savannah - United States of America,1980.0
1451,,,España,
1452,,Mujer,Mexico - Mexico,1997.0
1453,,Mujer,Las palmas de gc - España,1983.0
1454,,Mujer,Córdoba - España,1977.0
1455,,Mujer,,
1456,,,España,
1457,,Mujer,Guatemala - Guatemala,1960.0
1458,,Mujer,Vic - España,1975.0
1459,,Hombre,Madrid - España,1982.0
1460,,,España,1910.0
1461,,,España,
1462,,,España,1976.0
1463,,Hombre,Sevilla - España,1971.0
1464,,Hombre,Pamplona/iruñea - España,1989.0
1465,,,Terrassa - España,1977.0
1466,,Hombre,Albacete - España,1969.0
1467,,Mujer,España,1974.0
1468,,Hombre,Pobra do brollón (estación) - España,1969.0
1469,,Hombre,¿?,
1470,,,España,
1471,,,España,
1472,,Hombre,Santiago - Chile,1964.0
1473,,,España,
1474,,,Malaga - España,1910.0
1475,,,España,
1476,,,España,1956.0
1477,,,Mexico,
1478,,Mujer,España,1958.0
1479,,,Mexico,
1480,,Hombre,Alicante - España,1982.0
1481,,Hombre,¿?,
1482,,Hombre,Oaxaca - Mexico,1989.0
1483,,Hombre,Quito - Ecuador,1993.0
1484,,Mujer,Colima - Mexico,1988.0
1485,,,Santiago - Cote d'Ivoire,1995.0
1486,,,España,
1487,,Mujer,"Marsella - France, French Republic",1977.0
1488,,Mujer,,
1489,,Hombre,Málaga - España,1973.0
1490,,Hombre,España,1973.0
1491,,,España,
1492,,Mujer,Madrid - España,1973.0
1493,,Hombre,Barcelona - España,1972.0
1494,,,Valencia - España,1910.0
1495,,,España,
1496,,,España,
1497,,Mujer,Fuengirola - España,1979.0
1498,,Mujer,¿?,1985.0
1499,,Mujer,Santander - España,1995.0
1500,,,España,1910.0
1501,,Mujer,Asturias - España,1987.0
1502,,Mujer,Albacete - España,1990.0
1503,,Mujer,Madrid - España,1966.0
1504,,Hombre,Medellin - Colombia,1992.0
1505,,Hombre,¿?,
1506,,Mujer,España,1981.0
1507,,Hombre,España,1993.0
1508,,Mujer,Rafaela - Argentina,1990.0
1509,,Mujer,Córdoba - España,1994.0
1510,,Mujer,Sevilla - España,1984.0
1511,,,España,1910.0
1512,,Mujer,Valladolid - España,1978.0
1513,,,España,
1514,,,España,
1515,,,España,
1516,,,España,
1517,,,España,1979.0
1518,,,España,
1519,,,España,
1520,,,España,
1521,,,España,
1522,,Hombre,San sebastian de los reyes - España,1958.0
1523,,Hombre,Madrid - España,1910.0
1524,,,España,1910.0
1525,,,España,
1526,,,España,
1527,,,España,
1528,,Mujer,Salta - Argentina,1959.0
1529,,,España,
1530,,Hombre,Cambrils - España,1978.0
1531,,Hombre,Barcelona - España,1985.0
1532,,Hombre,Sevilla - España,1995.0
1533,,Mujer,,
1534,,Hombre,Fuente del maestre - España,1979.0
1535,,Mujer,Buenos aires - Argentina,1988.0
1536,,Mujer,Villahermosa - Mexico,1992.0
1537,,,Barcelona - España,1979.0
1538,,Mujer,España,2000.0
1539,,Hombre,,
