id,title,year,imdbID,rtID
2846,Koneko monogatari,1986,97050,the-adventures-of-milo-otis
2847,Only Angels Have Wings,1939,31762,only_angels_have_wings
2848,Othello,1995,114057,1069707-othello
2849,Queens Logic,1991,102741,queens_logic
2850,Wayne's World,1992,105793,waynes_world
2851,Saturn 3,1980,79285,saturn_3
2852,A Soldier's Story,1984,88146,soldiers_story
2853,Communion,1976,76150,alice_sweet_alice
2854,The Forgotten,1973,69994,dont_look_in_the_basement
2855,The Power of Nightmares: The Rise of the Politics of Fear,2004,430484,power_of_nightmares_the_rise_of_the_politics_of_fear
2856,I Saw What You Did,1965,59297,i-saw-what-you-did
2857,Yellow Submarine,1968,63823,beatles_the_yellow_submarine
2858,American Beauty,1999,169547,american_beauty
2859,Stop Making Sense,1984,88178,stop-making-sense
2860,Blue Streak,1999,181316,blue_streak
2861,For Love of the Game,1999,126916,for_love_of_the_game
2862,Caligola,1979,80491,caligula
2863,A Hard Day's Night,1964,58182,beatles_a_hard_days_night
2864,American Splendor,2003,305206,american_splendor
2865,Sugar Town,1999,173390,sugar_town
2866,The Buddy Holly Story,1978,77280,buddy_holly_story
2867,Fright Night,1985,89175,1007910-fright_night
2868,Fright Night Part 2,1988,97390,fright-night-part-2
2869,La séparation,1994,111342,
2870,Barefoot in the Park,1967,61385,barefoot_in_the_park
2871,Deliverance,1972,68473,deliverance
2872,Excalibur,1981,82348,excalibur
2873,Lulu on the Bridge,1998,125879,lulu_on_the_bridge
2874,The Pajama Game,1957,50814,the-pajama-game
2875,Sommersby,1993,108185,sommersby
2876,Thumbelina,1994,111419,1048880-thumbelina
2877,Tommy,1975,73812,1021648-tommy
2878,Hell Night,1981,82511,hell_night
2879,Fei ying gai wak,1991,99558,operation_condor
2880,Long xiong hu di,1987,91431,operation-condor-2-the-armour-of-the-gods
2881,Double Jeopardy,1999,150377,1093614-double_jeopardy
2882,Jakob the Liar,1999,120716,jakob_the_liar
2883,Mumford,1999,140397,mumford
2884,Dog Park,1998,129884,dog_park
2885,Guinevere,1999,160338,1093738-guinevere
2886,The Adventures of Elmo in Grouchland,1999,159421,adventures_of_elmo_in_grouchland
2887,Simon Sez,1999,168172,simon_sez
2888,She Drives Me Crazy,2007,1073656,
2889,"Mystery, Alaska",1999,134618,mystery_alaska
2890,Three Kings,1999,120188,three_kings
2891,"Happy, Texas",1999,162360,happy_texas
2892,New Rose Hotel,1998,133122,new_rose_hotel
2893,Plunkett & Macleane,1999,134033,
2894,Romance,1999,194314,1092147-romance
2895,Napoleon and Samantha,1972,68990,napoleon_and_samantha
2896,Alvarez Kelly,1966,60095,alvarez_kelly
2897,E la nave va,1983,87188,and_the_ship_sails_on
2898,The Dark Half,1993,106664,dark_half
2899,Gulliver's Travels,1939,31397,1009027-gullivers_travels
2900,Monkey Shines,1988,95652,monkey_shines
2901,Phantasm,1979,79714,phantasm
2902,American Psycho II: All American Girl,2002,283877,
2903,Psycho III,1986,91799,psycho_3
2904,Singin' in the Rain,1952,45152,singin_in_the_rain
2905,Tsubaki Sanjûrô,1962,56443,sanjuro
2906,Random Hearts,1999,156934,random_hearts
2907,Superstar,1999,167427,1093874-superstar
2908,Boys Don't Cry,1999,171804,boys_dont_cry
2910,L'ennui,1998,168740,l_ennui
2911,El abuelo,1998,176415,
2912,The Limey,1999,165854,limey
2913,The Mating Habits of the Earthbound Human,1999,165874,mating_habits_of_the_earthbound_human
2914,The Haunting of Molly Hartley,2008,1045655,haunting_of_molly_hartley
2915,Risky Business,1983,86200,1017641-risky_business
2916,Total Recall,1990,100802,total_recall
2917,Body Heat,1981,82089,1002830-body_heat
2918,Ferris Bueller's Day Off,1986,91042,ferris_buellers_day_off
2919,The Year of Living Dangerously,1982,86617,year_of_living_dangerously
2920,Les enfants du paradis,1945,37674,children-of-paradise
2921,High Plains Drifter,1973,68699,high_plains_drifter
2922,Hang 'Em High,1968,61747,hang_em_high
2923,Handle with Care,1977,76123,citizens_band
2924,Jui kuen II,1994,111512,legend_of_drunken_master
2925,Il conformista,1970,65571,conformist
2926,Hairspray,2007,427327,hairspray
2927,Brief Encounter,1945,37558,1003094-brief_encounter
2928,The Razor's Edge,1984,87980,1017238-razors_edge
2929,Trois couleurs: Rouge,1994,111495,1058966-red
2930,Return with Honor,1998,176093,
2931,Dom za vesanje,1988,97223,a-time-of-gypsies-dom-za-vesanje
2932,Days of Heaven,1978,77405,days_of_heaven
2933,Le feu follet,1963,57058,le-feu-follet-a-time-to-live-and-a-time-to-die-the-fire-within
2934,El amor brujo,1986,90636,el_amor_brujo
2935,The Lady Eve,1941,33804,lady_eve
2936,Sullivan's Travels,1941,34240,sullivans_travels
2937,The Palm Beach Story,1942,35169,palm_beach_story
2938,Hombre mirando al sudeste,1986,91214,man_facing_southeast
2939,Niagara,1953,46126,niagara
2940,Gilda,1946,38559,gilda
2941,South Pacific,1958,52225,south_pacific
2942,Flashdance,1983,85549,flashdance
2943,Indochine,1992,104507,indochine
2944,The Dirty Dozen,1967,61578,dirty_dozen
2945,Mike's Murder,1984,87722,mikes_murder
2946,Help!,1965,59260,beatles_the_help
2947,Goldfinger,1964,58150,goldfinger
2948,From Russia with Love,1963,57076,from_russia_with_love
2949,Dr. No,1962,55928,dr_no
2950,The Blue Lagoon,1980,80453,blue_lagoon
2951,Per un pugno di dollari,1964,58461,fistful_of_dollars
2952,Sydney,1996,119256,hard_eight
2953,Home Alone 2: Lost in New York,1992,104431,home_alone_2_lost_in_new_york
2954,Penitentiary,1979,79709,penitentiary
2955,Penitentiary II,1982,84485,penitentiary_2
2956,Someone to Watch Over Me,1987,94008,someone_to_watch_over_me
2958,Naturally Native,1998,133117,naturally-native
2959,Fight Club,1999,137523,fight_club
2960,Beefcake,1998,187712,beefcake
2961,The Story of Us,1999,160916,story_of_us
2962,Fever Pitch,2005,332047,fever_pitch
2963,Joe the King,1999,160672,joe_the_king
2964,Julien Donkey-Boy,1999,192194,julien_donkeyboy
2965,The Omega Code,1999,203408,omega_code
2966,The Straight Story,1999,166896,straight_story
2967,The Bad Seed,1956,48977,1001572-bad_seed
2968,Time Bandits,1981,81633,time_bandits
2969,Un homme et une femme,1966,61138,man_and_a_woman
2970,Fitzcarraldo,1982,83946,fitzcarraldo
2971,All That Jazz,1979,78754,all_that_jazz
2972,Hong gao liang,1987,93206,red_sorghum
2973,Crimes and Misdemeanors,1989,97123,crimes_and_misdemeanors
2974,The Vampire Bat,1933,24727,vampire_bat
2975,The Best Man,2005,430919,unhitched
2976,Bringing Out the Dead,1999,163988,bringing_out_the_dead
2977,Crazy in Alabama,1999,142201,crazy_in_alabama
2978,Three to Tango,1999,144640,three_to_tango
2979,Body Shots,1999,172627,body_shots
2981,Brother Can You Spare a Dime,1975,72742,brother_can_you_spare_a_dime
2982,The Guardian,2006,406816,guardian
2983,The Ipcress File,1965,59319,ipcress_file
2984,On Any Sunday,1971,67527,on_any_sunday
2985,RoboCop,1987,93870,1017712-robocop
2986,RoboCop 2,1990,100502,robocop_2
2987,Who Framed Roger Rabbit,1988,96438,who_framed_roger_rabbit
2988,Melvin and Howard,1980,81150,melvin_and_howard
2989,For Your Eyes Only,1981,82398,for_your_eyes_only
2990,Licence to Kill,1989,97742,licence_to_kill
2991,Live and Let Die,1973,70328,live_and_let_die
2992,Rawhead Rex,1986,91829,rawhead_rex
2993,Thunderball,1965,59800,thunderball
2994,City Lights,1931,21749,city_lights
2995,House on Haunted Hill,1999,185371,1093881-house_on_haunted_hill
2996,Music of the Heart,1999,166943,music_of_the_heart
2997,Being John Malkovich,1999,120601,being_john_malkovich
2998,Dreaming of Joseph Lees,1999,144178,dreaming_of_joseph_lees
2999,Man of the Century,1999,138537,man_of_the_century
3000,Mononoke-hime,1997,119698,princess-mononoke
3001,The Suburbans,1999,157075,suburbans
3002,Mein liebster Feind - Klaus Kinski,1999,200849,my_best_fiend
3003,Train de vie,1998,170705,train_of_life
3004,The Bachelor,1999,120596,1093976-bachelor
3005,The Bone Collector,1999,145681,bone_collector
3006,Inside Man,2006,454848,inside_man
3007,American Movie,1999,181288,american_movie
3008,Last Night,1998,156729,1094041-last_night
3010,Rosetta,1999,200071,rosetta
3011,"They Shoot Horses, Don't They?",1969,65088,they_shoot_horses_dont_they
3012,Battling Butler,1926,16630,battling_butler
3013,Bride of Re-Animator,1990,99180,bride_of_reanimator
3014,Bustin' Loose,1981,82121,bustin_loose
3015,Coma,1978,77355,1004502-coma
3016,Creepshow,1982,83767,creepshow
3017,Creepshow 2,1987,92796,creepshow_2
3018,Re-Animator,1985,89885,reanimator
3019,Drugstore Cowboy,1989,97240,drugstore_cowboy
3020,Falling Down,1993,106856,falling_down
3021,The Funhouse,1981,82427,funhouse
3022,The General,1926,17925,1008166-general
3024,Piranha,1978,78087,1016359-piranha
3025,Rough Night in Jericho,1967,62218,rough_night_in_jericho
3026,Slaughterhouse-Five,1972,69280,slaughterhouse_five
3027,Slaughterhouse-Five,1972,69280,slaughterhouse_five
3028,The Taming of the Shrew,1967,61407,taming-of-the-shrew1983
3029,Nighthawks,1981,82817,1015095-nighthawks
3030,Yôjinbô,1961,55630,yojimbo
3031,Repo! The Genetic Opera,2008,963194,repo_the_genetic_opera
3032,The Omega Man,1971,67525,omega_man
3033,Spaceballs,1987,94012,spaceballs
3034,Robin Hood: Prince of Thieves,1991,102798,robin_hood_prince_of_thieves
3035,Mister Roberts,1955,48380,1014061-mister_roberts
3036,La guerre du feu,1981,82484,quest_for_fire
3037,Little Big Man,1970,65988,little_big_man
3038,A Face in the Crowd,1957,50371,face_in_the_crowd
3039,Trading Places,1983,86465,trading_places
3040,Meatballs,1979,79540,meatballs
3041,Meatballs Part II,1984,87700,meatballs_2
3042,Meatballs III: Summer Job,1986,93516,meatballs_3
3043,Meatballs 4,1992,104837,meatballs_4
3044,Dead Again,1991,101669,dead_again
3045,Peter's Friends,1992,105130,peters_friends
3046,The Incredibly True Adventure of Two Girls in Love,1995,113416,incredibly_true_adventures_of_two_girls_in_love
3047,Experience Preferred... But Not Essential,1982,83911,
3048,Under the Rainbow,1981,83254,under_the_rainbow
3049,How I Won the War,1967,61789,how_i_won_the_war
3050,Light It Up,1999,172726,light_it_up
3051,Anywhere But Here,1999,149691,anywhere_but_here
3052,Dogma,1999,120655,dogma
3053,Joan of Arc,1999,151137,messenger_the_story_of_joan_of_arc
3054,Pokémon: The First Movie,1999,190641,pokemon-the-first-movie-mewtwo-vs-mew
3055,Felicia's Journey,1999,165773,felicias_journey
3056,Oxygen,1999,160620,oxygen
3057,Where's Marlowe?,1998,118150,wheres_marlowe
3058,Planet of the Apes,1968,63442,1016397-planet_of_the_apes
3060,The Commitments,1991,101605,1037024-commitments
3061,Holiday Inn,1942,34862,holiday_inn
3062,The Longest Day,1962,56197,longest_day
3063,Poison Ivy,1992,105156,1039642-poison_ivy
3064,Poison Ivy: The New Seduction,1997,119908,poison_ivy_the_new_seduction
3065,Nothing to Lose,1997,119807,1077642-nothing_to_lose
3066,Tora! Tora! Tora!,1970,66473,tora_tora_tora
3067,Mujeres al borde de un ataque de nervios,1988,95675,women_on_the_verge_of_a_nervous_breakdown
3068,The Verdict,1982,84855,verdict
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,68528,the-effect-of-gamma-rays-on-maninthemoon-marigolds
3070,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,86856,adventures_of_buckaroo_banzai
3071,Stand and Deliver,1988,94027,stand_and_deliver
3072,Moonstruck,1987,93565,moonstruck
3073,The Sandpiper,1965,59674,the-sandpiper2005
3074,Jeremiah Johnson,1972,68762,jeremiah_johnson
3075,Repulsion,1965,59646,repulsion
3076,Irma la Douce,1963,57187,irma_la_douce
3077,42: Forty Two Up,1998,164312,42_up
3078,Liberty Heights,1999,165859,liberty_heights
3079,Mansfield Park,1999,178737,1093843-mansfield_park
3081,Sleepy Hollow,1999,162661,sleepy_hollow
3082,The World Is Not Enough,1999,143145,morir_o_no
3083,Todo sobre mi madre,1999,185125,all_about_my_mother
3085,La morte vivante,1982,84357,living_dead_girl
3086,Babes in Toyland,1934,24852,march_of_the_wooden_soldiers
3087,Scrooged,1988,96061,scrooged
3088,Last Chance Harvey,2008,1046947,last_chance_harvey
3089,Ladri di biciclette,1948,40522,bicycle_thief
3090,Matewan,1987,93509,matewan
3091,Kagemusha,1980,80979,kagemusha
3092,Chûshingura,1962,55850,chushingura
3093,McCabe & Mrs. Miller,1971,67411,mccabe_and_mrs_miller
3094,Maurice,1987,93512,maurice
3095,The Grapes of Wrath,1940,32551,grapes_of_wrath
3096,My Man Godfrey,1936,28010,1014536-my_man_godfrey
3097,The Shop Around the Corner,1940,33045,shop_around_the_corner
3098,The Natural,1984,87781,natural
3099,Shampoo,1975,73692,shampoo
3100,A River Runs Through It,1992,105265,river_runs_through_it
3101,Fatal Attraction,1987,93010,1007141-fatal_attraction
3102,Jagged Edge,1985,89360,jagged_edge
3103,Stanley & Iris,1989,100680,stanley_and_iris
3104,Midnight Run,1988,95631,midnight_run
3105,Awakenings,1990,99077,1032970-awakenings
3106,Come See the Paradise,1990,99291,come_see_the_paradise
3107,Backdraft,1991,101393,backdraft
3108,The Fisher King,1991,101889,fisher_king
3109,Frozen River,2008,978759,frozen_river
3110,North Country,2005,395972,north_country
3111,Places in the Heart,1984,87921,places_in_the_heart
3112,"'night, Mother",1986,90556,night_mother
3113,End of Days,1999,146675,end_of_days
3114,Toy Story,1995,114709,toy_story
3115,Flawless,2007,780516,10008754-flawless
3116,Miss Julie,1999,189744,1093854-miss_julie
3117,Ride with the Devil,1999,134154,1084873-ride_with_the_devil
3118,Tumbleweeds,1999,161023,1093901-tumbleweeds
3119,Reazione a catena,1971,67656,bay_of_blood
3120,The Distinguished Gentleman,1992,104114,the-distinguished-gentleman
3121,The Hitch-Hiker,1953,45877,1057462-hitchhiker
3122,Santa Fe Trail,1940,33021,santa_fe_trail
3124,Agnes Browne,1999,160509,agnes_browne
3125,The End of the Affair,1999,172396,1093671-end_of_the_affair
3126,The End of the Affair,1999,172396,1093671-end_of_the_affair
3127,Holy Smoke,1999,144715,holy_smoke
3128,A Map of the World,1999,160513,map_of_the_world
3129,Sweet and Lowdown,1999,158371,sweet_and_lowdown
3130,The Bonfire of the Vanities,1990,99165,bonfire_of_the_vanities
3131,Broadway Damage,1997,118780,broadway_damage
3132,Daddy Long Legs,1955,47969,1033622-daddy_long_legs
3133,Go West,1940,32536,1008437-go_west
3134,La grande illusion,1937,28950,grand_illusion
3135,The Great Santini,1979,79239,great_santini
3136,The James Dean Story,1957,50558,james_dean_story
3137,The Sea Wolves,1980,81470,
3138,Stealing Home,1988,96171,stealing_home
3139,Tarzan the Fearless,1933,24645,tarzan_the_fearless
3140,Three Ages,1923,14538,three_ages
3141,The Two Jakes,1990,100828,two_jakes
3142,U2: Rattle and Hum,1988,96328,u2_rattle_and_hum
3143,Hell in the Pacific,1968,63056,1009456-hell_in_the_pacific
3144,The Glass Bottom Boat,1966,60463,glass_bottom_boat
3145,Cradle Will Rock,1999,150216,cradle_will_rock
3146,Deuce Bigalow: Male Gigolo,1999,205000,deuce_bigalow_male_gigolo
3147,The Green Mile,1999,120689,green_mile
3148,The Cider House Rules,1999,124315,cider_house_rules
3149,Diamonds,1999,167423,1093655-diamonds
3150,Punisher: War Zone,2008,450314,punisher_war_zone
3151,The Bat Whispers,1930,20668,bat_whispers
3152,The Last Picture Show,1971,67328,last_picture_show
3153,The 7th Voyage of Sinbad,1958,51337,
3154,Blood on the Sun,1945,37547,1002628-blood_on_the_sun
3155,Anna and the King,1999,166485,1093611-anna_and_the_king
3156,Bicentennial Man,1999,182789,bicentennial_man
3157,Stuart Little 2,2002,243585,stuart_little_2
3158,Jing Ke ci Qin Wang,1998,162866,emperor_and_the_assassin
3159,Fantasia/2000,1999,120910,fantasia_2000
3160,Magnolia,1999,175880,magnolia
3161,Onegin,1999,119079,1093905-onegin
3162,Simpatico,1999,174204,simpatico
3163,Topsy-Turvy,1999,151568,topsyturvy
3165,3-4 x jûgatsu,1990,98967,1088532-boiling_point
3166,Brenda Starr,1989,96978,brenda_starr
3167,Carnal Knowledge,1971,66892,carnal_knowledge
3168,Easy Rider,1969,64276,easy_rider
3169,The Falcon and the Snowman,1985,87231,falcon_and_the_snowman
3171,Room at the Top,1959,53226,room_at_the_top
3172,Ulisse,1954,47630,1022299-ulysses
3173,Any Given Sunday,1999,146838,any_given_sunday
3174,Man on the Moon,1999,125664,1093579-man_on_the_moon
3175,Galaxy Quest,1999,177789,galaxy_quest
3176,The Talented Mr. Ripley,1999,134119,talented_mr_ripley
3177,Next Friday,2000,195945,next_friday
3178,The Hurricane,1937,29030,1010242-hurricane
3179,Angela's Ashes,1999,145653,angelas_ashes
3180,Play It to the Bone,1999,196857,play_it_to_the_bone
3181,Titus,1999,120866,titus
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,192335,mr_death_the_rise_and_fall_of_fred_a_leuchter_jr
3183,The Third Miracle,1999,174268,third_miracle
3184,Scarface,1983,86250,1018324-scarface
3185,Snow Falling on Cedars,1999,120834,snow_falling_on_cedars
3186,"Girl, Interrupted",1999,172493,girl_interrupted
3188,The Life and Times of Hank Greenberg,1998,208261,life_and_times_of_hank_greenberg
3189,My Dog Skip,2000,156812,my_dog_skip
3190,Supernova,2000,134983,1084878-supernova
3191,The Quarry,1998,169156,1099316-quarry
3192,Theeviravaathi: The Terrorist,1998,169302,
3193,Heavenly Creatures,1994,110005,heavenly_creatures
3194,The Way We Were,1973,70903,way_we_were
3195,Tess of the Storm Country,1922,13662,tess_of_the_storm_country
3196,Stalag 17,1953,46359,stalag_17
3197,The Presidio,1988,95897,presidio
3198,Papillon,1973,70511,papillon
3199,Pal Joey,1957,50815,pal_joey
3200,The Last Detail,1973,70290,last_detail
3201,Five Easy Pieces,1970,65724,five_easy_pieces
3202,Auch Zwerge haben klein angefangen,1970,65436,even_dwarfs_started_small
3203,Dead Calm,1989,97162,dead_calm
3204,The Boys from Brazil,1978,77269,1002993-boys_from_brazil
3205,La maschera del demonio,1960,54067,1055755-black_sunday
3206,Against All Odds,1984,86859,against_all_odds
3207,The Snows of Kilimanjaro,1952,45162,snows_of_kilimanjaro
3208,Loaded Weapon 1,1993,107659,national_lampoons_loaded_weapon_1
3209,The Loves of Carmen,1948,40552,loves_of_carmen
3210,Fast Times at Ridgemont High,1982,83929,fast_times_at_ridgemont_high
3211,Evil Angels,1988,94924,cry_in_the_dark
3213,Batman: Mask of the Phantasm,1993,106364,batman_mask_of_the_phantasm
3214,American Flyers,1985,88707,american_flyers
3215,Voyage of the Damned,1976,75406,voyage_of_the_damned
3216,Vampiros lesbos,1971,66380,vampyros_lesbos
3217,A Star Is Born,1937,29606,1019828-star_is_born
3218,Poison,1991,102687,1037447-poison
3219,Pacific Heights,1990,100318,pacific_heights
3220,Night Tide,1961,55230,night-tide
3221,The Draughtsman's Contract,1982,83851,draughtsmans_contract
3222,U-Carmen e-Khayelitsha,2005,445776,ucarmen-ekhayelitsha
3223,A Zed & Two Noughts,1985,90366,zed_and_two_noughts
3224,Suna no onna,1964,58625,woman_in_the_dunes
3225,Down to You,2000,186975,down_to_you
3226,Hellhounds on My Trail: The Afterlife of Robert Johnson,2000,197544,hellhounds_on_my_trail_the_afterlife
3230,The Odessa File,1974,71935,1015389-odessa_file
3231,The Saphead,1920,11652,saphead
3232,Seven Chances,1925,16332,seven-chances
3235,Where the Buffalo Roam,1980,81748,where_the_buffalo_roam
3237,Falkens öga,1998,183065,kestrels_eye
3238,Eye of the Beholder,1999,120662,1094646-eye_of_the_beholder
3239,Isn't She Great,2000,141399,isnt_she_great
3240,The Big Tease,1999,156639,big_tease
3241,Phörpa,1999,201840,cup
3242,Santitos,1999,126651,santitos1999
3243,Encino Man,1992,104187,encino_man
3244,The Goodbye Girl,1977,76095,1008623-goodbye_girl
3245,Soy Cuba,1964,58604,i_am_cuba
3246,Malcolm X,1992,104797,1042135-malcolm_x
3247,Sister Act,1992,105417,sister_act
3248,Sister Act 2: Back in the Habit,1993,108147,sister_act_2_back_in_the_habit
3249,The Hand That Rocks the Cradle,1992,104389,hand_that_rocks_the_cradle
3250,Alive,1993,106246,1042538-alive
3251,Agnes of God,1985,88683,agnes_of_god
3252,Scent of a Woman,1992,105323,1042193-scent_of_a_woman
3253,Wayne's World,1992,105793,waynes_world
3254,Wayne's World 2,1993,108525,waynes_world_2
3255,A League of Their Own,1992,104694,for_their_own_good
3256,Patriot Games,1992,105112,patriot_games
3257,The Bodyguard,1992,103855,1042108-bodyguard
3258,Death Becomes Her,1992,104070,death-becomes-them-the-musical
3259,Far and Away,1992,104231,far_and_away
3260,Howards End,1992,104454,howards_end
3261,Singles,1992,105415,1040379-singles
3262,Twin Peaks: Fire Walk with Me,1992,105665,twin-peaks-fire-walk-with-me
3263,White Men Can't Jump,1992,105812,white_men_cant_jump
3264,Buffy the Vampire Slayer,1992,103893,buffy_the_vampire_slayer
3265,Lat sau san taam,1992,104684,
3266,C'est arrivé près de chez vous,1992,103905,man_bites_dog
3267,El mariachi,1992,104815,el_mariachi
3268,Stop! Or My Mom Will Shoot,1992,105477,stop_or_my_mom_will_shoot
3269,Forever Young,1992,104291,1041862-forever_young
3270,The Cutting Edge,1992,104040,1038990-cutting_edge
3271,Of Mice and Men,1992,105046,1040322-of_mice_and_men
3272,Bad Lieutenant,1992,103759,bad_lieutenant
3273,Scream 3,2000,134084,scream_3
3274,Single White Female,1992,105414,single_white_female
3275,The Boondock Saints,1999,144117,boondock_saints
3276,Gun Shy,2000,171356,gun_shy
3278,Gendernauts - Eine Reise durch die Geschlechter,1999,192069,gendernauts
3280,Gone Baby Gone,2007,452623,gone_baby_gone
3281,The Brandon Teena Story,1998,144801,brandon_teena_story
3282,Different for Girls,1996,116102,different_for_girls
3283,Minnie and Moskowitz,1971,67433,minnie_and_moskowitz
3284,They Might Be Giants,1971,67848,they-might-be-giants
3285,The Beach,2000,163978,beach
3286,Snow Day,2000,184907,snow_day
3287,The Tigger Movie,2000,220099,the-tigger-movie
3289,Yi ge dou bu neng shao,1999,209189,not_one_less
3292,The Big Combo,1955,47878,big_combo
3293,Conceiving Ada,1997,118882,conceiving-ada
3294,Eaten Alive,1977,74455,1006438-eaten_alive
3295,Raining Stones,1993,107920,raining_stones
3296,"To Sir, with Love",1967,62376,to_sir_with_love
3298,Boiler Room,2000,181984,1095081-boiler_room
3300,Pitch Black,2000,134847,pitch_black
3301,The Whole Nine Yards,2000,190138,whole_nine_yards
3302,Beautiful People,1999,159272,beautiful_people
3303,Black Tar Heroin: The Dark End of the Street,2000,221023,black_tar_heroin_the_dark_end_of_the_street
3304,Blue Collar Comedy Tour: The Movie,2003,330069,blue_collar_comedy_tour_the_movie
3305,Bluebeard,1944,36653,1002732-bluebeard
3306,Monty Python's Flying Circus,1969,63929,
3307,City Lights,1931,21749,city_lights
3308,The Flamingo Kid,1984,87265,flamingo_kid
3309,A Dog's Life,1918,9018,a-dogs-life
3310,The Karate Kid,1984,87538,karate_kid
3311,The Man from Laramie,1955,48342,man_from_laramie
3313,Class Reunion,1982,84395,national_lampoons_class_reunion
3314,The Big Trees,1952,44420,big_trees
3315,Happy Go Lovely,1951,43618,
3316,Reindeer Games,2000,184858,reindeer_games
3317,Wonder Boys,2000,185014,wonder_boys
3318,Deterrence,1999,158583,deterrence
3319,Judy Berlin,1999,181618,judy-berlin
3320,Mifunes sidste sang,1999,164756,mifune
3322,3 Strikes,2000,199290,3_strikes
3323,Chain of Fools,2000,194368,1138933-chain_of_fools
3324,Drowning Mona,2000,186045,drowning_mona
3325,The Next Best Thing,2000,156841,next_best_thing
3326,What Planet Are You From?,2000,181151,1095351-1095351-what_planet_are_you_from
3327,Beyond the Mat,1999,218043,beyond_the_mat
3328,Ghost Dog: The Way of the Samurai,1999,165798,ghost_dog_the_way_of_the_samurai
3329,The Year My Voice Broke,1987,94347,year_my_voice_broke
3330,Splendor in the Grass,1961,55471,splendor_in_the_grass
3331,My Tutor,1983,85980,my_tutor
3332,The Legend of Lobo,1962,56173,legend_of_lobo
3333,The Killing of Sister George,1968,63185,killing_of_sister_george
3334,Key Largo,1948,40506,key_largo
3335,Jailbait,2004,364435,10007131-jaibait
3336,It Happened Here,1965,55024,it-happened-here1965
3337,I'll Never Forget What's'isname,1967,61801,ill-never-forget-whatsisname
3338,For All Mankind,1989,97372,for_all_mankind
3339,Cross of Iron,1977,74695,cross_of_iron
3340,Bride of the Monster,1955,47898,bride_of_the_monster
3341,Born Yesterday,1950,42276,1002930-born_yesterday
3342,Birdy,1984,86969,
3343,Et Dieu... créa la femme,1956,49189,1000914-and_god_created_woman
3344,Blood Feast,1963,56875,1002611-blood_feast
3345,"Charlie, the Lonesome Cougar",1967,62793,charlie_the_lonesome_cougar
3347,Never Cry Wolf,1983,86005,never_cry_wolf
3348,The Night Visitor,1971,66141,1015084-night_visitor
3349,The Perils of Pauline,1947,39698,1016152-perils_of_pauline
3350,A Raisin in the Sun,1961,55353,1017123-raisin_in_the_sun
3351,Two Thousand Maniacs!,1964,58694,two_thousand_maniacs
3352,Brown's Requiem,1998,171135,browns-requiem
3353,The Closer You Get,2000,218112,american_women
3354,Mission to Mars,2000,183523,the-last-mission
3355,The Ninth Gate,1999,142688,ninth_gate
3357,Est - Ouest,1999,181530,eastwest
3358,Defending Your Life,1991,101698,defending_your_life
3359,Breaking Away,1979,78902,breaking_away
3360,Hoosiers,1986,91217,hoosiers
3361,Bull Durham,1988,94812,bull_durham
3362,Dog Day Afternoon,1975,72890,dog_day_afternoon
3363,American Graffiti,1973,69704,american_graffiti
3364,The Asphalt Jungle,1950,42208,asphalt_jungle
3365,The Searchers,1956,49730,searchers
3367,The Devil's Brigade,1968,62886,devils_brigade
3368,The Big Country,1958,51411,big_country
3369,Mélodie en sous-sol,1963,57344,any_number_can_win
3370,The Betrayal - Nerakhoon,2008,1157685,nerakhoon
3371,Bound for Glory,1976,74235,bound_for_glory
3372,The Bridge at Remagen,1969,64110,1003086-bridge_at_remagen
3373,Buck and the Preacher,1972,68323,buck_and_the_preacher
3374,Daughters of the Dust,1991,104057,daughters_of_the_dust
3375,Destination Moon,1950,42393,destination_moon
3376,La nuit fantastique,1942,41705,
3377,Hangmen Also Die!,1943,35966,hangmen_also_die
3378,Der Unhold,1996,118043,1089805-ogre
3379,The Beach,2000,163978,beach
3380,Railroaded!,1947,39748,railroaded
3384,The Taking of Pelham One Two Three,1974,72251,taking_of_pelham_one_two_three
3385,Volunteers,1985,90274,volunteers
3386,JFK,1991,102138,1037756-jfk
3387,Who's Harry Crumb?,1989,98645,whos_harry_crumb
3388,Harry and the Hendersons,1987,93148,harry_and_the_hendersons
3389,Let's Get Harry,1986,91400,lets_get_harry
3390,Shanghai Surprise,1986,91934,shanghai_surprise
3391,Who's That Girl,1987,94321,whos-that-girl
3392,She-Devil,1989,98309,shedevil
3393,Date with an Angel,1987,92834,date_with_an_angel
3394,Blind Date,1987,92666,1002571-blind_date
3395,Nadine,1987,93596,nadine
3396,The Muppet Movie,1979,79588,muppet_movie
3397,The Great Muppet Caper,1981,82474,great_muppet_caper
3398,The Muppets Take Manhattan,1984,87755,muppets_take_manhattan
3399,Sesame Street Presents: Follow that Bird,1985,89994,sesame_street_presents_follow_that_bird
3400,We're Back! A Dinosaur's Story,1993,108526,were_back_a_dinosaurs_story
3401,Baby: Secret of the Lost Legend,1985,88760,baby_secret_of_the_lost_legend
3402,Turtle Diary,1985,90219,turtle_diary
3403,Raise the Titanic,1980,81400,raise_the_titanic
3404,Titanic,1997,120338,titanic
3405,A Night to Remember,1958,51994,1015079-night_to_remember
